outer_fold_id,inner_fold_id,model_id,seed,parameter_sha256,sample_id,y_pred,distribution_family,distribution_loc,distribution_scale,distribution_df,q025,q10,q25,q50,q75,q90,q975,absolute_error,crps,nll,y_true,provenance_role
rolling_origin_2021-07-13,rolling_origin_2021-07-13__inner_1_2020-10-20,C04_probabilistic_gru_student_t,42117,9acda4007ade9993e564b90034a5a44b6bf546e21fa4b5e9747a920027080aea,P-D01-W003::C008::C010,1.7258056831225517,student_t,1.7258056831225517,5.645076426982258,4.300173282623291,-13.52524669166914,-6.8138402836384095,-2.427638256740586,1.7258056831225517,5.879249622985689,10.265451649883516,16.976858057914242,3.788266600806062,2.386143717341332,2.971307207700015,5.514072283928614,inner_validation_within_outer_train
rolling_origin_2021-07-13,rolling_origin_2021-07-13__inner_1_2020-10-20,C04_probabilistic_gru_student_t,42117,9acda4007ade9993e564b90034a5a44b6bf546e21fa4b5e9747a920027080aea,P-D01-W004::C008::C010,1.3401468620425945,student_t,1.3401468620425945,5.695041039776143,4.2972025871276855,-14.04973217365885,-7.27614382930444,-2.850316845230685,1.3401468620425945,5.530610569315874,9.956437553389629,16.730025897744035,3.045039018726622,2.0788043335537933,2.886809468332279,4.385185880769217,inner_validation_within_outer_train
rolling_origin_2021-07-13,rolling_origin_2021-07-13__inner_1_2020-10-20,C04_probabilistic_gru_student_t,42117,9acda4007ade9993e564b90034a5a44b6bf546e21fa4b5e9747a920027080aea,P-H01-W001::C008::C010,29.04236221543424,student_t,29.04236221543424,4.841955896741431,4.082521438598633,15.705429846462255,21.6475517764406,25.46287924850887,29.04236221543424,32.62184518235961,36.43717265442788,42.37929458440622,2.027883199637518,1.5820402568845868,2.663824512648624,27.01447901579672,inner_validation_within_outer_train
rolling_origin_2021-07-13,rolling_origin_2021-07-13__inner_1_2020-10-20,C04_probabilistic_gru_student_t,42117,9acda4007ade9993e564b90034a5a44b6bf546e21fa4b5e9747a920027080aea,P-H01-W002::C008::C010,14.852976206358338,student_t,14.852976206358338,5.063344880837753,4.184680938720703,1.0362105640660584,7.155558571935852,11.11839042729759,14.852976206358338,18.58756198541909,22.550393840780828,28.669741848650613,2.5681864334493483,1.8000304449402624,2.754836221411161,17.421162639807687,inner_validation_within_outer_train
rolling_origin_2021-07-13,rolling_origin_2021-07-13__inner_1_2020-10-20,C04_probabilistic_gru_student_t,42117,9acda4007ade9993e564b90034a5a44b6bf546e21fa4b5e9747a920027080aea,P-H01-W003::C008::C010,28.00929751783594,student_t,28.00929751783594,4.712791174675661,4.170267581939697,15.132515492865542,20.840251281667456,24.53217146102773,28.00929751783594,31.486423574644157,35.17834375400442,40.886079542806335,6.761212911379957,4.29909293846398,3.565663912638785,21.248084606455983,inner_validation_within_outer_train
rolling_origin_2021-07-13,rolling_origin_2021-07-13__inner_1_2020-10-20,C04_probabilistic_gru_student_t,42117,9acda4007ade9993e564b90034a5a44b6bf546e21fa4b5e9747a920027080aea,P-H01-W004::C008::C010,37.99446927300198,student_t,37.99446927300198,5.045780645494406,3.976921558380127,23.953015882322184,30.249560593958627,34.25499445980577,37.99446927300198,41.73394408619819,45.73937795204534,52.035922663681774,3.751064005419536,2.316793318348923,2.923532321411775,34.243405267582446,inner_validation_within_outer_train
rolling_origin_2021-07-13,rolling_origin_2021-07-13__inner_1_2020-10-20,C04_probabilistic_gru_student_t,42117,9acda4007ade9993e564b90034a5a44b6bf546e21fa4b5e9747a920027080aea,P-H01-W005::C008::C010,58.03099240007972,student_t,58.03099240007972,5.253699974256568,3.7801802158355713,43.10369403924141,49.88455674420125,54.11781651565377,58.03099240007972,61.94416828450567,66.17742805595819,72.95829076091802,0.4176711539258733,1.4028491196217745,2.6472815224646213,57.613321246153845,inner_validation_within_outer_train
rolling_origin_2021-07-13,rolling_origin_2021-07-13__inner_1_2020-10-20,C04_probabilistic_gru_student_t,42117,9acda4007ade9993e564b90034a5a44b6bf546e21fa4b5e9747a920027080aea,P-H01-W007::C008::C010,31.07339102742931,student_t,31.07339102742931,5.388377703545675,4.002158164978027,16.11603724122019,22.812757566658604,27.08244167393885,31.07339102742931,35.06434038091977,39.334024488200015,46.03074481363843,0.6922658082849935,1.448849740717408,2.6753344903350627,31.765656835714303,inner_validation_within_outer_train
rolling_origin_2021-07-13,rolling_origin_2021-07-13__inner_1_2020-10-20,C04_probabilistic_gru_student_t,42117,9acda4007ade9993e564b90034a5a44b6bf546e21fa4b5e9747a920027080aea,P-H02-W003::C008::C010,21.006149017877668,student_t,21.006149017877668,5.557598963520165,4.161329746246338,5.808866135413455,12.548642436977032,16.90491002926829,21.006149017877668,25.10738800648705,29.463655598778303,36.20343190034188,4.545583821957521,2.763470359501793,3.0783463028451834,25.55173283983519,inner_validation_within_outer_train
rolling_origin_2021-07-13,rolling_origin_2021-07-13__inner_1_2020-10-20,C04_probabilistic_gru_student_t,42117,9acda4007ade9993e564b90034a5a44b6bf546e21fa4b5e9747a920027080aea,P-H02-W004::C008::C010,30.06976505635714,student_t,30.06976505635714,5.62604844726137,4.002438545227051,14.45310297120639,21.444888013019067,25.902810741096747,30.06976505635714,34.23671937161754,38.694642099695216,45.686427141507885,1.5612411505879005,1.6392052536212531,2.755866288238318,28.50852390576924,inner_validation_within_outer_train
rolling_origin_2021-07-13,rolling_origin_2021-07-13__inner_1_2020-10-20,C04_probabilistic_gru_student_t,42117,9acda4007ade9993e564b90034a5a44b6bf546e21fa4b5e9747a920027080aea,P-H02-W005::C008::C010,5.946696478863636,student_t,5.946696478863636,6.125321580086154,4.147144317626953,-10.824572725673534,-3.3806599719694805,1.425082849844947,5.946696478863636,10.468310107882324,15.274052929696754,22.71796568340081,3.333123393814933,2.263824189524336,2.96859182001134,9.27981987267857,inner_validation_within_outer_train
rolling_origin_2021-07-13,rolling_origin_2021-07-13__inner_1_2020-10-20,C04_probabilistic_gru_student_t,42117,9acda4007ade9993e564b90034a5a44b6bf546e21fa4b5e9747a920027080aea,P-H02-W006::C008::C010,26.277727310279246,student_t,26.277727310279246,5.697774710509333,4.048871040344238,10.5331903556598,17.562203645457902,22.0622812758825,26.277727310279246,30.49317334467599,34.993250975100594,42.02226426489869,0.4978589190704348,1.511000411026906,2.724927309768644,25.77986839120881,inner_validation_within_outer_train
rolling_origin_2021-07-13,rolling_origin_2021-07-13__inner_1_2020-10-20,C04_probabilistic_gru_student_t,42117,9acda4007ade9993e564b90034a5a44b6bf546e21fa4b5e9747a920027080aea,P-H02-W007::C008::C010,29.21832736650849,student_t,29.21832736650849,5.428628059476283,4.064165115356445,14.239424627912392,20.920453393598137,25.203437287147693,29.21832736650849,33.233217445869286,37.51620133941884,44.19723010510459,11.351432870991488,7.958516943957415,4.520909538254996,40.56976023749998,inner_validation_within_outer_train
rolling_origin_2021-07-13,rolling_origin_2021-07-13__inner_1_2020-10-20,C04_probabilistic_gru_student_t,42117,9acda4007ade9993e564b90034a5a44b6bf546e21fa4b5e9747a920027080aea,P-H03-W003::C008::C010,57.372302549876935,student_t,57.372302549876935,6.283340437270308,3.613745212554932,39.16638454253966,47.53599323022802,52.670225755953226,57.372302549876935,62.07437934380064,67.20861186952584,75.57822055721421,4.019055212102252,2.592413249233649,3.072625154364111,53.35324733777468,inner_validation_within_outer_train
rolling_origin_2021-07-13,rolling_origin_2021-07-13__inner_1_2020-10-20,C04_probabilistic_gru_student_t,42117,9acda4007ade9993e564b90034a5a44b6bf546e21fa4b5e9747a920027080aea,P-H03-W007::C008::C010,18.63250711252736,student_t,18.63250711252736,5.77949863718855,4.11388111114502,2.759721320615922,9.81853736106227,14.362987707063374,18.63250711252736,22.902026517991345,27.44647686399245,34.5052929044388,0.7555990646704984,1.5499870681023122,2.744065020011109,19.38810617719786,inner_validation_within_outer_train
rolling_origin_2021-07-13,rolling_origin_2021-07-13__inner_1_2020-10-20,C04_probabilistic_gru_student_t,42117,9acda4007ade9993e564b90034a5a44b6bf546e21fa4b5e9747a920027080aea,P-H04-W001::C008::C010,28.591955625675013,student_t,28.591955625675013,5.678378615984283,3.999850034713745,12.826015991312746,19.88576681102098,24.385982026283877,28.591955625675013,32.79792922506615,37.298144440329054,44.35789526003728,9.305617148638149,6.103434852095353,4.001651186030221,37.89757277431316,inner_validation_within_outer_train
rolling_origin_2021-07-13,rolling_origin_2021-07-13__inner_1_2020-10-20,C04_probabilistic_gru_student_t,42117,9acda4007ade9993e564b90034a5a44b6bf546e21fa4b5e9747a920027080aea,P-H04-W002::C008::C010,23.417987017282705,student_t,23.417987017282705,5.313061972363555,4.1639509201049805,8.892826968325652,15.33355504980751,19.4974315565586,23.417987017282705,27.338542478006808,31.502418984757902,37.94314706623975,17.660027826810648,13.984793287703445,5.993894987137878,41.07801484409335,inner_validation_within_outer_train
rolling_origin_2021-07-13,rolling_origin_2021-07-13__inner_1_2020-10-20,C04_probabilistic_gru_student_t,42117,9acda4007ade9993e564b90034a5a44b6bf546e21fa4b5e9747a920027080aea,P-H04-W003::C008::C010,24.53113829758754,student_t,24.53113829758754,5.155088083749227,4.2097673416137695,10.495246831995656,16.7028162534474,20.73095699472562,24.53113829758754,28.331319600449454,32.35946034172768,38.56702976317941,9.675033746231108,6.59244105213612,4.201488583295551,34.20617204381865,inner_validation_within_outer_train
rolling_origin_2021-07-13,rolling_origin_2021-07-13__inner_1_2020-10-20,C04_probabilistic_gru_student_t,42117,9acda4007ade9993e564b90034a5a44b6bf546e21fa4b5e9747a920027080aea,P-H04-W004::C008::C010,27.098037686375093,student_t,27.098037686375093,5.754610451054036,4.014427185058594,11.143297507902512,18.281158125429656,22.837082536113687,27.098037686375093,31.3589928366365,35.91491724732053,43.05277786484767,2.630659033267726,1.9529219726538591,2.857845027017058,29.72869671964282,inner_validation_within_outer_train
rolling_origin_2021-07-13,rolling_origin_2021-07-13__inner_1_2020-10-20,C04_probabilistic_gru_student_t,42117,9acda4007ade9993e564b90034a5a44b6bf546e21fa4b5e9747a920027080aea,P-H04-W005::C008::C010,23.49775777421976,student_t,23.49775777421976,5.724576326719655,4.0703301429748535,7.711509899206302,14.750030098021057,19.264595637789675,23.49775777421976,27.73091991064984,32.24548545041846,39.28400564923321,13.495014288417629,9.781239962903005,4.907091323522424,36.992772062637385,inner_validation_within_outer_train
