outer_fold_id,inner_fold_id,model_id,seed,parameter_sha256,sample_id,y_pred,distribution_family,distribution_loc,distribution_scale,distribution_df,q025,q10,q25,q50,q75,q90,q975,absolute_error,crps,nll,y_true,provenance_role
rolling_origin_2022-05-17,rolling_origin_2022-05-17__inner_1_2021-07-13,C04_probabilistic_gru_student_t,42117,9acda4007ade9993e564b90034a5a44b6bf546e21fa4b5e9747a920027080aea,P-H04-W001::C012::C013,25.846350803230592,student_t,25.846350803230592,4.995380404995782,3.928952693939209,11.877478447703735,18.160550291363062,22.13986570063798,25.846350803230592,29.552835905823205,33.53215131509812,39.81522315875745,5.390593612840849,3.273207791763104,3.230172514974809,31.23694441607144,inner_validation_within_outer_train
rolling_origin_2022-05-17,rolling_origin_2022-05-17__inner_1_2021-07-13,C04_probabilistic_gru_student_t,42117,9acda4007ade9993e564b90034a5a44b6bf546e21fa4b5e9747a920027080aea,P-H04-W002::C012::C013,28.62279745915389,student_t,28.62279745915389,4.6596573101092,3.997534990310669,15.68236793497876,21.47773002720085,25.1711988607384,28.62279745915389,32.07439605756938,35.76786489110693,41.56322698332902,2.5817936337031604,1.7445586914078317,2.7046940684584277,31.20459109285705,inner_validation_within_outer_train
rolling_origin_2022-05-17,rolling_origin_2022-05-17__inner_1_2021-07-13,C04_probabilistic_gru_student_t,42117,9acda4007ade9993e564b90034a5a44b6bf546e21fa4b5e9747a920027080aea,P-H04-W003::C012::C013,26.846263190888912,student_t,26.846263190888912,4.542288159565706,4.064205169677734,14.313035184434783,19.90320800710481,23.486893102655188,26.846263190888912,30.20563327912264,33.789318374673016,39.37949119734304,4.112236148843532,2.4840509892356133,2.9584684199818065,30.958499339732445,inner_validation_within_outer_train
rolling_origin_2022-05-17,rolling_origin_2022-05-17__inner_1_2021-07-13,C04_probabilistic_gru_student_t,42117,9acda4007ade9993e564b90034a5a44b6bf546e21fa4b5e9747a920027080aea,P-H04-W004::C012::C013,18.272478783277045,student_t,18.272478783277045,5.119499562186708,3.97081470489502,4.017172541088417,10.412064804610992,14.477807434108254,18.272478783277045,22.067150132445835,26.132892761943097,32.52778502546567,1.8806034819016129,1.6017785115915957,2.697390150033123,20.153082265178657,inner_validation_within_outer_train
rolling_origin_2022-05-17,rolling_origin_2022-05-17__inner_1_2021-07-13,C04_probabilistic_gru_student_t,42117,9acda4007ade9993e564b90034a5a44b6bf546e21fa4b5e9747a920027080aea,P-H04-W005::C012::C013,26.25704248207321,student_t,26.25704248207321,5.106320100858317,3.910704135894776,11.951037978053591,18.393313369990278,22.46651496205753,26.25704248207321,30.04757000208889,34.120771594156146,40.56304698609282,8.89041909962338,5.918909518911836,4.021753588601348,35.14746158169659,inner_validation_within_outer_train
rolling_origin_2022-05-17,rolling_origin_2022-05-17__inner_1_2021-07-13,C04_probabilistic_gru_student_t,42117,9acda4007ade9993e564b90034a5a44b6bf546e21fa4b5e9747a920027080aea,P-H04-W006::C012::C013,21.929361835250244,student_t,21.929361835250244,5.08715502603331,3.9599664211273193,7.748663120254402,14.114436564670278,18.15766695353323,21.929361835250244,25.70105671696726,29.74428710583021,36.11006055024608,8.32833037278554,5.45918249042399,3.890066025726768,30.257692208035785,inner_validation_within_outer_train
rolling_origin_2022-05-17,rolling_origin_2022-05-17__inner_1_2021-07-13,C04_probabilistic_gru_student_t,42117,9acda4007ade9993e564b90034a5a44b6bf546e21fa4b5e9747a920027080aea,P-H04-W007::C012::C013,32.46456166691093,student_t,32.46456166691093,5.008595760653428,3.85813307762146,18.35446842717384,24.73043217470468,28.74160091600845,32.46456166691093,36.18752241781341,40.19869115911719,46.574654906648014,4.418078088446293,2.67563193856764,3.040480908225171,36.882639755357225,inner_validation_within_outer_train
rolling_origin_2022-05-17,rolling_origin_2022-05-17__inner_1_2021-07-13,C04_probabilistic_gru_student_t,42117,9acda4007ade9993e564b90034a5a44b6bf546e21fa4b5e9747a920027080aea,P-V06-W001::C012::C013,0.4041842975845497,student_t,0.4041842975845497,4.526566755476901,4.31268310546875,-11.812248607067788,-6.439890920513987,-2.9254415739669795,0.4041842975845497,3.733810169136079,7.248259515683087,12.620617202236886,7.2360916809434785,4.725822839712127,3.72246809417144,-6.831907383358929,inner_validation_within_outer_train
rolling_origin_2022-05-17,rolling_origin_2022-05-17__inner_1_2021-07-13,C04_probabilistic_gru_student_t,42117,9acda4007ade9993e564b90034a5a44b6bf546e21fa4b5e9747a920027080aea,P-V06-W002::C012::C013,16.339884398778405,student_t,16.339884398778405,4.274501481347331,4.235509872436523,4.727741363910624,9.85597492902157,13.19058628517814,16.339884398778405,19.489182512378672,22.82379386853524,27.952027433646183,4.51404674095361,2.7351733593390235,3.04196094392909,20.853931139732016,inner_validation_within_outer_train
rolling_origin_2022-05-17,rolling_origin_2022-05-17__inner_1_2021-07-13,C04_probabilistic_gru_student_t,42117,9acda4007ade9993e564b90034a5a44b6bf546e21fa4b5e9747a920027080aea,P-V06-W004::C012::C013,22.287454276128138,student_t,22.287454276128138,4.076765863977148,4.205041885375977,11.182916877818784,16.09536278457573,19.281873781916406,22.287454276128138,25.29303477033987,28.479545767680545,33.391991674437485,2.959772439967537,1.832353478475834,2.6905035196670983,19.3276818361606,inner_validation_within_outer_train
rolling_origin_2022-05-17,rolling_origin_2022-05-17__inner_1_2021-07-13,C04_probabilistic_gru_student_t,42117,9acda4007ade9993e564b90034a5a44b6bf546e21fa4b5e9747a920027080aea,P-V06-W006::C012::C013,19.374013947421883,student_t,19.374013947421883,4.044470643510899,4.233495712280273,8.384852357385258,13.238505238912603,16.39406616648467,19.374013947421883,22.353961728359096,25.509522655931164,30.363175537458503,4.152648061707614,2.510979721702097,2.956675110176377,15.221365885714269,inner_validation_within_outer_train
