outer_fold_id,inner_fold_id,model_id,seed,parameter_sha256,sample_id,y_pred,absolute_error,crps,nll,y_true,provenance_role
rolling_origin_2022-10-18,rolling_origin_2022-10-18__inner_1_2022-03-01,C03_causal_tcn,42117,bd3a9033698ba7d4b2d4e15848560c0b4d3504bf42de3c6ad9293504f3fe2cba,P-D01-W001::C014::C015,101.91037775165611,24.602024406957227,,,126.51240215861336,inner_validation_within_outer_train
rolling_origin_2022-10-18,rolling_origin_2022-10-18__inner_1_2022-03-01,C03_causal_tcn,42117,bd3a9033698ba7d4b2d4e15848560c0b4d3504bf42de3c6ad9293504f3fe2cba,P-D01-W002::C014::C015,37.65665553453423,8.244072864835616,,,45.90072839936985,inner_validation_within_outer_train
rolling_origin_2022-10-18,rolling_origin_2022-10-18__inner_1_2022-03-01,C03_causal_tcn,42117,bd3a9033698ba7d4b2d4e15848560c0b4d3504bf42de3c6ad9293504f3fe2cba,P-D01-W003::C014::C015,4.179126838813854,0.1061765142339075,,,4.0729503245799465,inner_validation_within_outer_train
rolling_origin_2022-10-18,rolling_origin_2022-10-18__inner_1_2022-03-01,C03_causal_tcn,42117,bd3a9033698ba7d4b2d4e15848560c0b4d3504bf42de3c6ad9293504f3fe2cba,P-D01-W004::C014::C015,3.513126469888292,0.1381411950276385,,,3.65126766491593,inner_validation_within_outer_train
rolling_origin_2022-10-18,rolling_origin_2022-10-18__inner_1_2022-03-01,C03_causal_tcn,42117,bd3a9033698ba7d4b2d4e15848560c0b4d3504bf42de3c6ad9293504f3fe2cba,P-D01-W005::C014::C015,38.84340740719987,0.2010392112876076,,,39.04444661848748,inner_validation_within_outer_train
rolling_origin_2022-10-18,rolling_origin_2022-10-18__inner_1_2022-03-01,C03_causal_tcn,42117,bd3a9033698ba7d4b2d4e15848560c0b4d3504bf42de3c6ad9293504f3fe2cba,P-D01-W006::C014::C015,33.45856477860859,11.354238564878711,,,44.8128033434873,inner_validation_within_outer_train
rolling_origin_2022-10-18,rolling_origin_2022-10-18__inner_1_2022-03-01,C03_causal_tcn,42117,bd3a9033698ba7d4b2d4e15848560c0b4d3504bf42de3c6ad9293504f3fe2cba,P-D01-W007::C014::C015,25.15285189984025,8.96438443051251,,,16.18846746932774,inner_validation_within_outer_train
rolling_origin_2022-10-18,rolling_origin_2022-10-18__inner_1_2022-03-01,C03_causal_tcn,42117,bd3a9033698ba7d4b2d4e15848560c0b4d3504bf42de3c6ad9293504f3fe2cba,P-H04-W001::C014::C015,33.99828542572276,8.828212109126191,,,25.17007331659657,inner_validation_within_outer_train
rolling_origin_2022-10-18,rolling_origin_2022-10-18__inner_1_2022-03-01,C03_causal_tcn,42117,bd3a9033698ba7d4b2d4e15848560c0b4d3504bf42de3c6ad9293504f3fe2cba,P-H04-W002::C014::C015,32.84933496056401,7.52100127442954,,,25.328333686134467,inner_validation_within_outer_train
rolling_origin_2022-10-18,rolling_origin_2022-10-18__inner_1_2022-03-01,C03_causal_tcn,42117,bd3a9033698ba7d4b2d4e15848560c0b4d3504bf42de3c6ad9293504f3fe2cba,P-H04-W003::C014::C015,31.49974298940469,4.667372169418652,,,36.16711515882334,inner_validation_within_outer_train
