model_id,family,environment_id,feature_view,model_spec_sha256,benchmark_plan_sha256,fold_manifest_sha256,seed,design,fold_id,sample_id,point_id,profile_id,zone_id,current_date,target_date,forecast_horizon_days,last_rate_mm_y,current_standard_uncertainty_mm,sigma_rate_mm_y,n_history,missing_campaigns_since_previous,transition_segment,is_transition,y_true,y_pred,fit_seconds,inference_seconds,peak_ram_mb,peak_vram_mb,artifact_size_bytes,parameter_count,tree_count,rule_count,selected_parameter_sha256,selected_parameter_json,provenance_role,effective_iterations,ensemble_member_count,aggregation,training_campaigns,training_rows,hyperparameters_retuned
Z08_xgboost,xgboost,b6_cpu,SAFE_ALL,42b013b00a928a9c1328f69fd82b3cd9a490ef19e46942938980aa2b29ed20e3,d143f1c057f176f49c78d9433e4305557339854d1c1faaad77bc356aca8fd926,1bacb8ab8b81eb9f8755508e195d9b85cbf1bdda8578a3495988818b723e0883,42117,diagnostic_learning_curve,learning_5_campaigns,P-D01-W001::C020::C022,P-D01-W001,P-D01,GEO_SW,2023-05-16,2023-11-07,175,148.9165757,0.692627443,2.0935001525125907,13,1,stable,False,145.5029506619999,110.2901840209961,0.07436940001207404,0.01382190000731498,365.1015625,0.0,0,0,298,0,c9b4f94ad54319c77529bf17668050108d1ce0746a4c76e165f046cd903603ef,"{""colsample_bytree"":0.8,""device"":""cpu"",""early_stopping_rounds"":100,""frozen_iterations"":298,""learning_rate"":0.1,""max_depth"":3,""min_child_weight"":5,""n_estimators"":2000,""n_jobs"":1,""objective"":""reg:squarederror"",""reg_lambda"":10.0,""subsample"":0.8,""tree_method"":""hist""}",diagnostic_audit_tail,298,1,single_seed,5,217,False
Z08_xgboost,xgboost,b6_cpu,SAFE_ALL,42b013b00a928a9c1328f69fd82b3cd9a490ef19e46942938980aa2b29ed20e3,d143f1c057f176f49c78d9433e4305557339854d1c1faaad77bc356aca8fd926,1bacb8ab8b81eb9f8755508e195d9b85cbf1bdda8578a3495988818b723e0883,42117,diagnostic_learning_curve,learning_5_campaigns,P-D01-W002::C020::C022,P-D01-W002,P-D01,GEO_SW,2023-05-16,2023-11-07,175,48.90749102,0.7118145782,2.145690143379841,14,1,stable,False,33.775272145285726,48.23150634765625,0.07436940001207404,0.01382190000731498,365.1015625,0.0,0,0,298,0,c9b4f94ad54319c77529bf17668050108d1ce0746a4c76e165f046cd903603ef,"{""colsample_bytree"":0.8,""device"":""cpu"",""early_stopping_rounds"":100,""frozen_iterations"":298,""learning_rate"":0.1,""max_depth"":3,""min_child_weight"":5,""n_estimators"":2000,""n_jobs"":1,""objective"":""reg:squarederror"",""reg_lambda"":10.0,""subsample"":0.8,""tree_method"":""hist""}",diagnostic_audit_tail,298,1,single_seed,5,217,False
Z08_xgboost,xgboost,b6_cpu,SAFE_ALL,42b013b00a928a9c1328f69fd82b3cd9a490ef19e46942938980aa2b29ed20e3,d143f1c057f176f49c78d9433e4305557339854d1c1faaad77bc356aca8fd926,1bacb8ab8b81eb9f8755508e195d9b85cbf1bdda8578a3495988818b723e0883,42117,diagnostic_learning_curve,learning_5_campaigns,P-D01-W003::C020::C022,P-D01-W003,P-D01,GEO_SW,2023-05-16,2023-11-07,175,5.898387469,0.7237034749,2.177914395342049,12,1,stable,False,-2.245238710714238,7.5765814781188965,0.07436940001207404,0.01382190000731498,365.1015625,0.0,0,0,298,0,c9b4f94ad54319c77529bf17668050108d1ce0746a4c76e165f046cd903603ef,"{""colsample_bytree"":0.8,""device"":""cpu"",""early_stopping_rounds"":100,""frozen_iterations"":298,""learning_rate"":0.1,""max_depth"":3,""min_child_weight"":5,""n_estimators"":2000,""n_jobs"":1,""objective"":""reg:squarederror"",""reg_lambda"":10.0,""subsample"":0.8,""tree_method"":""hist""}",diagnostic_audit_tail,298,1,single_seed,5,217,False
Z08_xgboost,xgboost,b6_cpu,SAFE_ALL,42b013b00a928a9c1328f69fd82b3cd9a490ef19e46942938980aa2b29ed20e3,d143f1c057f176f49c78d9433e4305557339854d1c1faaad77bc356aca8fd926,1bacb8ab8b81eb9f8755508e195d9b85cbf1bdda8578a3495988818b723e0883,42117,diagnostic_learning_curve,learning_5_campaigns,P-D01-W004::C020::C022,P-D01-W004,P-D01,GEO_SW,2023-05-16,2023-11-07,175,4.963150185,0.7336514969,2.204339023542831,12,1,stable,False,-2.5910348695713803,8.68564510345459,0.07436940001207404,0.01382190000731498,365.1015625,0.0,0,0,298,0,c9b4f94ad54319c77529bf17668050108d1ce0746a4c76e165f046cd903603ef,"{""colsample_bytree"":0.8,""device"":""cpu"",""early_stopping_rounds"":100,""frozen_iterations"":298,""learning_rate"":0.1,""max_depth"":3,""min_child_weight"":5,""n_estimators"":2000,""n_jobs"":1,""objective"":""reg:squarederror"",""reg_lambda"":10.0,""subsample"":0.8,""tree_method"":""hist""}",diagnostic_audit_tail,298,1,single_seed,5,217,False
Z08_xgboost,xgboost,b6_cpu,SAFE_ALL,42b013b00a928a9c1328f69fd82b3cd9a490ef19e46942938980aa2b29ed20e3,d143f1c057f176f49c78d9433e4305557339854d1c1faaad77bc356aca8fd926,1bacb8ab8b81eb9f8755508e195d9b85cbf1bdda8578a3495988818b723e0883,42117,diagnostic_learning_curve,learning_5_campaigns,P-D01-W005::C020::C022,P-D01-W005,P-D01,GEO_SW,2023-05-16,2023-11-07,175,44.80542188,0.7330044692,2.201861297475294,14,1,stable,False,34.85124083142868,43.93763732910156,0.07436940001207404,0.01382190000731498,365.1015625,0.0,0,0,298,0,c9b4f94ad54319c77529bf17668050108d1ce0746a4c76e165f046cd903603ef,"{""colsample_bytree"":0.8,""device"":""cpu"",""early_stopping_rounds"":100,""frozen_iterations"":298,""learning_rate"":0.1,""max_depth"":3,""min_child_weight"":5,""n_estimators"":2000,""n_jobs"":1,""objective"":""reg:squarederror"",""reg_lambda"":10.0,""subsample"":0.8,""tree_method"":""hist""}",diagnostic_audit_tail,298,1,single_seed,5,217,False
Z08_xgboost,xgboost,b6_cpu,SAFE_ALL,42b013b00a928a9c1328f69fd82b3cd9a490ef19e46942938980aa2b29ed20e3,d143f1c057f176f49c78d9433e4305557339854d1c1faaad77bc356aca8fd926,1bacb8ab8b81eb9f8755508e195d9b85cbf1bdda8578a3495988818b723e0883,42117,diagnostic_learning_curve,learning_5_campaigns,P-D01-W006::C020::C022,P-D01-W006,P-D01,GEO_SW,2023-05-16,2023-11-07,175,129.027225,0.7215619349,2.169064539694271,14,1,accelerating,True,148.3317664122858,127.48054504394531,0.07436940001207404,0.01382190000731498,365.1015625,0.0,0,0,298,0,c9b4f94ad54319c77529bf17668050108d1ce0746a4c76e165f046cd903603ef,"{""colsample_bytree"":0.8,""device"":""cpu"",""early_stopping_rounds"":100,""frozen_iterations"":298,""learning_rate"":0.1,""max_depth"":3,""min_child_weight"":5,""n_estimators"":2000,""n_jobs"":1,""objective"":""reg:squarederror"",""reg_lambda"":10.0,""subsample"":0.8,""tree_method"":""hist""}",diagnostic_audit_tail,298,1,single_seed,5,217,False
Z08_xgboost,xgboost,b6_cpu,SAFE_ALL,42b013b00a928a9c1328f69fd82b3cd9a490ef19e46942938980aa2b29ed20e3,d143f1c057f176f49c78d9433e4305557339854d1c1faaad77bc356aca8fd926,1bacb8ab8b81eb9f8755508e195d9b85cbf1bdda8578a3495988818b723e0883,42117,diagnostic_learning_curve,learning_5_campaigns,P-D01-W007::C020::C022,P-D01-W007,P-D01,GEO_SW,2023-05-16,2023-11-07,175,21.04167045,0.6984619879,2.1040888897216545,14,1,stable,False,10.274484587142869,25.12879753112793,0.07436940001207404,0.01382190000731498,365.1015625,0.0,0,0,298,0,c9b4f94ad54319c77529bf17668050108d1ce0746a4c76e165f046cd903603ef,"{""colsample_bytree"":0.8,""device"":""cpu"",""early_stopping_rounds"":100,""frozen_iterations"":298,""learning_rate"":0.1,""max_depth"":3,""min_child_weight"":5,""n_estimators"":2000,""n_jobs"":1,""objective"":""reg:squarederror"",""reg_lambda"":10.0,""subsample"":0.8,""tree_method"":""hist""}",diagnostic_audit_tail,298,1,single_seed,5,217,False
Z08_xgboost,xgboost,b6_cpu,SAFE_ALL,42b013b00a928a9c1328f69fd82b3cd9a490ef19e46942938980aa2b29ed20e3,d143f1c057f176f49c78d9433e4305557339854d1c1faaad77bc356aca8fd926,1bacb8ab8b81eb9f8755508e195d9b85cbf1bdda8578a3495988818b723e0883,42117,diagnostic_learning_curve,learning_5_campaigns,P-H01-W001::C020::C022,P-H01-W001,P-H01,GEO_SW,2023-05-16,2023-11-07,175,24.3416034,0.7665286347,2.4271803198424218,12,0,accelerating,True,18.634224943285727,27.520483016967773,0.07436940001207404,0.01382190000731498,365.1015625,0.0,0,0,298,0,c9b4f94ad54319c77529bf17668050108d1ce0746a4c76e165f046cd903603ef,"{""colsample_bytree"":0.8,""device"":""cpu"",""early_stopping_rounds"":100,""frozen_iterations"":298,""learning_rate"":0.1,""max_depth"":3,""min_child_weight"":5,""n_estimators"":2000,""n_jobs"":1,""objective"":""reg:squarederror"",""reg_lambda"":10.0,""subsample"":0.8,""tree_method"":""hist""}",diagnostic_audit_tail,298,1,single_seed,5,217,False
Z08_xgboost,xgboost,b6_cpu,SAFE_ALL,42b013b00a928a9c1328f69fd82b3cd9a490ef19e46942938980aa2b29ed20e3,d143f1c057f176f49c78d9433e4305557339854d1c1faaad77bc356aca8fd926,1bacb8ab8b81eb9f8755508e195d9b85cbf1bdda8578a3495988818b723e0883,42117,diagnostic_learning_curve,learning_5_campaigns,P-H01-W002::C020::C022,P-H01-W002,P-H01,GEO_SW,2023-05-16,2023-11-07,175,139.7444448,0.8057611867,2.562274088962944,12,0,accelerating,True,138.53816872285708,125.88438415527344,0.07436940001207404,0.01382190000731498,365.1015625,0.0,0,0,298,0,c9b4f94ad54319c77529bf17668050108d1ce0746a4c76e165f046cd903603ef,"{""colsample_bytree"":0.8,""device"":""cpu"",""early_stopping_rounds"":100,""frozen_iterations"":298,""learning_rate"":0.1,""max_depth"":3,""min_child_weight"":5,""n_estimators"":2000,""n_jobs"":1,""objective"":""reg:squarederror"",""reg_lambda"":10.0,""subsample"":0.8,""tree_method"":""hist""}",diagnostic_audit_tail,298,1,single_seed,5,217,False
Z08_xgboost,xgboost,b6_cpu,SAFE_ALL,42b013b00a928a9c1328f69fd82b3cd9a490ef19e46942938980aa2b29ed20e3,d143f1c057f176f49c78d9433e4305557339854d1c1faaad77bc356aca8fd926,1bacb8ab8b81eb9f8755508e195d9b85cbf1bdda8578a3495988818b723e0883,42117,diagnostic_learning_curve,learning_5_campaigns,P-H01-W003::C020::C022,P-H01-W003,P-H01,GEO_SW,2023-05-16,2023-11-07,175,76.81229971,0.8339949087,2.6656794648086968,12,0,accelerating,True,78.69617350371435,69.30203247070312,0.07436940001207404,0.01382190000731498,365.1015625,0.0,0,0,298,0,c9b4f94ad54319c77529bf17668050108d1ce0746a4c76e165f046cd903603ef,"{""colsample_bytree"":0.8,""device"":""cpu"",""early_stopping_rounds"":100,""frozen_iterations"":298,""learning_rate"":0.1,""max_depth"":3,""min_child_weight"":5,""n_estimators"":2000,""n_jobs"":1,""objective"":""reg:squarederror"",""reg_lambda"":10.0,""subsample"":0.8,""tree_method"":""hist""}",diagnostic_audit_tail,298,1,single_seed,5,217,False
