design,model_id,scope,segment,rows,points,profiles,n,mae,rmse,bias,r2,reference_b1_mae,improvement_vs_b1_percent
internal_temporal,B8_student_t_robust_imm,all,all,88,88,14,88,5.831074817936809,10.946864735809527,0.31653196232962744,0.9048994362932273,6.104172770658447,4.473955161203272
internal_temporal,B7_two_regime_imm,all,all,88,88,14,88,6.014953289421122,11.34116677270468,0.5239698014585853,0.8979250769295285,6.104172770658447,1.4616146133049495
internal_temporal,B1_persistence_last_rate,all,all,88,88,14,88,6.104172770658447,10.470596431765475,1.0242381158204608,0.9129945556349127,6.104172770658447,0.0
internal_temporal,B6_adaptive_kalman,all,all,88,88,14,88,6.775352131647587,12.086702282509183,-0.47352421008369594,0.8840637531114188,6.104172770658447,-10.99541880949645
internal_temporal,B5_fixed_kalman,all,all,88,88,14,88,7.194351417200138,12.969706758703836,-0.8303176357725094,0.8665053375669348,6.104172770658447,-17.859564063814897
internal_temporal,B1_persistence_last_rate,mechanism,accelerating,17,17,6,17,8.43221549529329,11.80689525967856,-2.7034009963604886,0.9406689713789107,8.43221549529329,0.0
internal_temporal,B7_two_regime_imm,mechanism,accelerating,17,17,6,17,8.733772005043363,12.577985197302242,-4.460493961025277,0.9326662789959529,8.43221549529329,-3.576242921191902
internal_temporal,B8_student_t_robust_imm,mechanism,accelerating,17,17,6,17,8.87833201431487,12.84086447670522,-4.3579050739191825,0.9298223240961776,8.43221549529329,-5.290620469443572
internal_temporal,B6_adaptive_kalman,mechanism,accelerating,17,17,6,17,12.942696227230797,18.07949551349103,-10.23872769495693,0.8608820811112463,8.43221549529329,-53.49105148528493
internal_temporal,B5_fixed_kalman,mechanism,accelerating,17,17,6,17,14.779507994541849,20.751132818559036,-12.13758704384199,0.8167288618751651,8.43221549529329,-75.27431554366112
internal_temporal,B1_persistence_last_rate,mechanism,decelerating,3,3,3,3,8.423246626952427,8.990433374840206,-4.4220237423810325,0.8067184619371613,8.423246626952427,0.0
internal_temporal,B6_adaptive_kalman,mechanism,decelerating,3,3,3,3,8.903093142690047,9.953945147869453,0.010894534718775217,0.7630702449903123,8.423246626952427,-5.696693175315833
internal_temporal,B5_fixed_kalman,mechanism,decelerating,3,3,3,3,9.671245136079106,11.01587538176292,1.0637583155909651,0.709820219723083,8.423246626952427,-14.816122148594998
internal_temporal,B8_student_t_robust_imm,mechanism,decelerating,3,3,3,3,12.344819276723836,14.16640899900373,2.020769727219249,0.5201022968740161,8.423246626952427,-46.55654551563634
internal_temporal,B7_two_regime_imm,mechanism,decelerating,3,3,3,3,17.278379127957873,21.94363788534453,6.765759588427895,-0.15145342199949074,8.423246626952427,-105.12730890095376
internal_temporal,B8_student_t_robust_imm,mechanism,stable,60,60,12,60,3.710358620470152,4.6977401002085415,2.8130183688635393,0.9505099880978363,4.467416317147146,16.946208791224645
internal_temporal,B7_two_regime_imm,mechanism,stable,60,60,12,60,3.782065513729415,4.7531903267738596,2.884059810472409,0.9493347726882857,4.467416317147146,15.34109997286732
internal_temporal,B6_adaptive_kalman,mechanism,stable,60,60,12,60,4.149263471919964,5.055070542305553,3.2464957288493697,0.9426948007215259,4.467416317147146,7.121629654393878
internal_temporal,B5_fixed_kalman,mechanism,stable,60,60,12,60,4.177997454139293,5.101418740594528,3.2762668197928284,0.9416391601889161,4.467416317147146,6.478439493023869
internal_temporal,B1_persistence_last_rate,mechanism,stable,60,60,12,60,4.467416317147146,5.392362956012405,3.3332350790242953,0.9347924595659018,4.467416317147146,0.0
internal_temporal,B1_persistence_last_rate,mechanism,volatile_or_gap,8,8,5,8,12.56310268603392,25.716611192576078,-6.329657797998224,0.23877557510475245,12.56310268603392,0.0
internal_temporal,B6_adaptive_kalman,mechanism,volatile_or_gap,8,8,5,8,12.567507997349503,26.145149387954824,-7.804273376026988,0.21319430935382444,12.56310268603392,-0.03506547248460029
internal_temporal,B7_two_regime_imm,mechanism,volatile_or_gap,8,8,5,8,12.76033714696039,26.99329936751076,-8.925390940980378,0.16131827548551925,12.56310268603392,-1.5699502412388202
internal_temporal,B5_fixed_kalman,mechanism,volatile_or_gap,8,8,5,8,12.769713268725729,26.355481339736336,-8.312032042126202,0.20048403251557523,12.56310268603392,-1.644582455904724
internal_temporal,B8_student_t_robust_imm,mechanism,volatile_or_gap,8,8,5,8,12.818370584588216,26.963166590042853,-9.113026546479603,0.1631896809697484,12.56310268603392,-2.0318857923375138
internal_temporal,B8_student_t_robust_imm,stable_vs_transition,stable,60,60,12,60,3.710358620470152,4.6977401002085415,2.8130183688635393,0.9505099880978363,4.467416317147146,16.946208791224645
internal_temporal,B7_two_regime_imm,stable_vs_transition,stable,60,60,12,60,3.782065513729415,4.7531903267738596,2.884059810472409,0.9493347726882857,4.467416317147146,15.34109997286732
internal_temporal,B6_adaptive_kalman,stable_vs_transition,stable,60,60,12,60,4.149263471919964,5.055070542305553,3.2464957288493697,0.9426948007215259,4.467416317147146,7.121629654393878
internal_temporal,B5_fixed_kalman,stable_vs_transition,stable,60,60,12,60,4.177997454139293,5.101418740594528,3.2762668197928284,0.9416391601889161,4.467416317147146,6.478439493023869
internal_temporal,B1_persistence_last_rate,stable_vs_transition,stable,60,60,12,60,4.467416317147146,5.392362956012405,3.3332350790242953,0.9347924595659018,4.467416317147146,0.0
internal_temporal,B1_persistence_last_rate,stable_vs_transition,transition,28,28,10,28,9.611508028182662,16.80038646779623,-3.9236125196163276,0.8648703928577208,9.611508028182662,0.0
internal_temporal,B8_student_t_robust_imm,stable_vs_transition,transition,28,28,10,28,10.37546666965107,18.147464266919396,-5.033081765957327,0.8423318870689762,9.611508028182662,-7.948374378176081
internal_temporal,B7_two_regime_imm,stable_vs_transition,transition,28,28,10,28,10.799712808760498,18.863392849721865,-4.533365932142465,0.8296462928785431,9.611508028182662,-12.362313771094055
internal_temporal,B6_adaptive_kalman,stable_vs_transition,transition,28,28,10,28,12.402684973921062,20.1091241289584,-8.444995507797406,0.8064031530896141,9.611508028182662,-29.03994812837038
internal_temporal,B5_fixed_kalman,stable_vs_transition,transition,28,28,10,28,13.657967052330521,21.746347336787913,-9.630141469126807,0.773595731440241,9.611508028182662,-42.10014715987249
train_leave_profile_out,B8_student_t_robust_imm,all,all,88,88,14,88,5.820914038763101,10.936247397726623,0.32391579595455233,0.9050838224533007,6.104172770658447,4.640411445379051
