outer_fold_id,inner_fold_id,model_id,seed,parameter_sha256,sample_id,point_id,profile_id,zone_id,current_date,target_date,forecast_horizon_days,current_standard_uncertainty_mm,y_true,y_pred,b1_prediction,absolute_error,b1_absolute_error,transition_segment,is_transition,probabilistic_score,provenance_role,selected_effective_iterations
lpo_2022-10-18_P-D01,lpo_2022-10-18_P-D01__inner_1_2022-03-01,B5_fixed_kalman,42117,e7c6a1657dd4f6878571b2e68a5b281e1992d1b29caa78bcda1e1e0f7a5fbc3d,P-H04-W001::C014::C015,P-H04-W001,P-H04,GEO_SW,2021-11-02,2022-03-01,119,0.6988264422,25.17007331659657,28.61348909190885,29.9971803,3.4434157753122783,4.827106983403429,stable,False,,inner_validation,
lpo_2022-10-18_P-D01,lpo_2022-10-18_P-D01__inner_1_2022-03-01,B5_fixed_kalman,42117,e7c6a1657dd4f6878571b2e68a5b281e1992d1b29caa78bcda1e1e0f7a5fbc3d,P-H04-W002::C014::C015,P-H04-W002,P-H04,GEO_SW,2021-11-02,2022-03-01,119,0.7221339333,25.328333686134467,30.527820973193847,33.07868016,5.19948728705938,7.75034647386553,stable,False,,inner_validation,
lpo_2022-10-18_P-D01,lpo_2022-10-18_P-D01__inner_1_2022-03-01,B5_fixed_kalman,42117,e7c6a1657dd4f6878571b2e68a5b281e1992d1b29caa78bcda1e1e0f7a5fbc3d,P-H04-W003::C014::C015,P-H04-W003,P-H04,GEO_SW,2021-11-02,2022-03-01,119,0.748306304,36.16711515882334,31.71413231941035,36.30555947,4.452982839412993,0.1384443111766558,stable,False,,inner_validation,
lpo_2022-10-18_P-D01,lpo_2022-10-18_P-D01__inner_1_2022-03-01,B5_fixed_kalman,42117,e7c6a1657dd4f6878571b2e68a5b281e1992d1b29caa78bcda1e1e0f7a5fbc3d,P-H04-W004::C014::C015,P-H04-W004,P-H04,GEO_SW,2021-11-02,2022-03-01,119,0.7591565375,22.40874556386553,20.57061100191037,24.97340133,1.8381345619551617,2.5646557661344715,stable,False,,inner_validation,
lpo_2022-10-18_P-D01,lpo_2022-10-18_P-D01__inner_1_2022-03-01,B5_fixed_kalman,42117,e7c6a1657dd4f6878571b2e68a5b281e1992d1b29caa78bcda1e1e0f7a5fbc3d,P-H04-W005::C014::C015,P-H04-W005,P-H04,GEO_SW,2021-11-02,2022-03-01,119,0.7586418843,32.2360365283614,32.07352030848442,34.87086871,0.16251621987698428,2.6348321816386004,stable,False,,inner_validation,
lpo_2022-10-18_P-D01,lpo_2022-10-18_P-D01__inner_1_2022-03-01,B5_fixed_kalman,42117,e7c6a1657dd4f6878571b2e68a5b281e1992d1b29caa78bcda1e1e0f7a5fbc3d,P-H04-W006::C014::C015,P-H04-W006,P-H04,GEO_SW,2021-11-02,2022-03-01,119,0.7471418385,24.37962320735297,27.397940111948458,30.22836057,3.018316904595487,5.848737362647029,stable,False,,inner_validation,
lpo_2022-10-18_P-D01,lpo_2022-10-18_P-D01__inner_1_2022-03-01,B5_fixed_kalman,42117,e7c6a1657dd4f6878571b2e68a5b281e1992d1b29caa78bcda1e1e0f7a5fbc3d,P-H04-W007::C014::C015,P-H04-W007,P-H04,GEO_SW,2021-11-02,2022-03-01,119,0.7242022629,30.564240931512582,35.90525884322806,38.06636181,5.341017911715479,7.502120878487414,stable,False,,inner_validation,
lpo_2022-10-18_P-D01,lpo_2022-10-18_P-D01__inner_2_2022-05-17,B5_fixed_kalman,42117,e7c6a1657dd4f6878571b2e68a5b281e1992d1b29caa78bcda1e1e0f7a5fbc3d,P-H01-W001::C014::C016,P-H01-W001,P-H01,GEO_SW,2021-11-02,2022-05-17,196,0.7357396065,23.13233240739796,24.875144138487826,23.41502259,1.7428117310898656,0.28269018260203893,stable,False,,inner_validation,
lpo_2022-10-18_P-D01,lpo_2022-10-18_P-D01__inner_2_2022-05-17,B5_fixed_kalman,42117,e7c6a1657dd4f6878571b2e68a5b281e1992d1b29caa78bcda1e1e0f7a5fbc3d,P-H01-W002::C014::C016,P-H01-W002,P-H01,GEO_SW,2021-11-02,2022-05-17,196,0.7825542852,100.9477933228316,54.61148749868099,60.40185921,46.336305824150614,40.5459341128316,accelerating,True,,inner_validation,
lpo_2022-10-18_P-D01,lpo_2022-10-18_P-D01__inner_2_2022-05-17,B5_fixed_kalman,42117,e7c6a1657dd4f6878571b2e68a5b281e1992d1b29caa78bcda1e1e0f7a5fbc3d,P-H01-W003::C014::C016,P-H01-W003,P-H01,GEO_SW,2021-11-02,2022-05-17,196,0.8187771268,94.16792815599496,74.30463014322741,92.57859807,19.863298012767544,1.589330085994959,accelerating,True,,inner_validation,
