outer_fold_id,inner_fold_id,model_id,seed,parameter_sha256,sample_id,point_id,profile_id,zone_id,current_date,target_date,forecast_horizon_days,current_standard_uncertainty_mm,y_true,y_pred,b1_prediction,absolute_error,b1_absolute_error,transition_segment,is_transition,probabilistic_score,provenance_role,selected_effective_iterations
rolling_origin_2021-05-18,rolling_origin_2021-05-18__inner_1_2020-06-02,Z11_ebm,42117,f54d743d851555d673b0ddad4d2d7d382bb8738328557fdf0dda9fc7554e8cf3,P-D01-W001::C008::C009,P-D01-W001,P-D01,GEO_SW,2020-04-21,2020-06-02,42,1.160798797,47.27803044107135,18.568586289995928,16.89546956,28.709444151075424,30.382560881071353,stable,False,,inner_validation,
rolling_origin_2021-05-18,rolling_origin_2021-05-18__inner_1_2020-06-02,Z11_ebm,42117,f54d743d851555d673b0ddad4d2d7d382bb8738328557fdf0dda9fc7554e8cf3,P-D01-W002::C008::C009,P-D01-W002,P-D01,GEO_SW,2020-04-21,2020-06-02,42,1.190305509,89.0662707660715,60.231674024935074,66.46323011,28.834596741136423,22.6030406560715,volatile_or_gap,True,,inner_validation,
rolling_origin_2021-05-18,rolling_origin_2021-05-18__inner_1_2020-06-02,Z11_ebm,42117,f54d743d851555d673b0ddad4d2d7d382bb8738328557fdf0dda9fc7554e8cf3,P-D01-W005::C008::C009,P-D01-W005,P-D01,GEO_SW,2020-04-21,2020-06-02,42,1.225971399,42.41228038571448,31.668347316936146,30.27102401,10.743933068778336,12.14125637571448,stable,False,,inner_validation,
rolling_origin_2021-05-18,rolling_origin_2021-05-18__inner_1_2020-06-02,Z11_ebm,42117,f54d743d851555d673b0ddad4d2d7d382bb8738328557fdf0dda9fc7554e8cf3,P-D01-W006::C008::C009,P-D01-W006,P-D01,GEO_SW,2020-04-21,2020-06-02,42,1.21121964,29.23191671607172,28.782777317785957,25.68797193,0.4491393982857623,3.5439447860717195,decelerating,True,,inner_validation,
rolling_origin_2021-05-18,rolling_origin_2021-05-18__inner_1_2020-06-02,Z11_ebm,42117,f54d743d851555d673b0ddad4d2d7d382bb8738328557fdf0dda9fc7554e8cf3,P-D01-W007::C008::C009,P-D01-W007,P-D01,GEO_SW,2020-04-21,2020-06-02,42,1.179483642,46.16659904107145,35.606426387272094,32.95709782,10.560172653799356,13.209501221071449,decelerating,True,,inner_validation,
rolling_origin_2021-05-18,rolling_origin_2021-05-18__inner_1_2020-06-02,Z11_ebm,42117,f54d743d851555d673b0ddad4d2d7d382bb8738328557fdf0dda9fc7554e8cf3,P-H03-W001::C008::C009,P-H03-W001,P-H03,GEO_SE,2020-04-21,2020-06-02,42,1.130338411,65.67874278035706,60.68952922415368,60.44983503,4.989213556203374,5.2289077503570525,volatile_or_gap,True,,inner_validation,
rolling_origin_2021-05-18,rolling_origin_2021-05-18__inner_1_2020-06-02,Z11_ebm,42117,f54d743d851555d673b0ddad4d2d7d382bb8738328557fdf0dda9fc7554e8cf3,P-H03-W002::C008::C009,P-H03-W002,P-H03,GEO_SE,2020-04-21,2020-06-02,42,1.175988156,53.90724749999999,54.299438210691115,53.24664352,0.3921907106911249,0.6606039799999905,stable,False,,inner_validation,
rolling_origin_2021-05-18,rolling_origin_2021-05-18__inner_1_2020-06-02,Z11_ebm,42117,f54d743d851555d673b0ddad4d2d7d382bb8738328557fdf0dda9fc7554e8cf3,P-H03-W004::C008::C009,P-H03-W004,P-H03,GEO_SE,2020-04-21,2020-06-02,42,1.202381777,72.36759298928557,59.78376721690208,59.60905329,12.583825772383491,12.75853969928557,volatile_or_gap,True,,inner_validation,
rolling_origin_2021-05-18,rolling_origin_2021-05-18__inner_1_2020-06-02,Z11_ebm,42117,f54d743d851555d673b0ddad4d2d7d382bb8738328557fdf0dda9fc7554e8cf3,P-H03-W005::C008::C009,P-H03-W005,P-H03,GEO_SE,2020-04-21,2020-06-02,42,1.203535027,67.11570846071425,61.41031558530265,65.46520959,5.705392875411597,1.6504988707142445,stable,False,,inner_validation,
rolling_origin_2021-05-18,rolling_origin_2021-05-18__inner_1_2020-06-02,Z11_ebm,42117,f54d743d851555d673b0ddad4d2d7d382bb8738328557fdf0dda9fc7554e8cf3,P-H03-W006::C008::C009,P-H03-W006,P-H03,GEO_SE,2020-04-21,2020-06-02,42,1.198786711,73.73400889285719,72.10100848444476,67.52342595,1.6330004084124283,6.210582942857187,decelerating,True,,inner_validation,
rolling_origin_2021-05-18,rolling_origin_2021-05-18__inner_1_2020-06-02,Z11_ebm,42117,f54d743d851555d673b0ddad4d2d7d382bb8738328557fdf0dda9fc7554e8cf3,P-V01-W003::C008::C009,P-V01-W003,P-V01,GEO_SW,2020-04-21,2020-06-02,42,0.7931309698,28.492908130357204,35.667468151209945,33.45951276,7.174560020852741,4.966604629642799,stable,False,,inner_validation,
rolling_origin_2021-05-18,rolling_origin_2021-05-18__inner_1_2020-06-02,Z11_ebm,42117,f54d743d851555d673b0ddad4d2d7d382bb8738328557fdf0dda9fc7554e8cf3,P-V01-W004::C008::C009,P-V01-W004,P-V01,GEO_SW,2020-04-21,2020-06-02,42,0.7956483756,33.02672333392869,43.02265101717353,41.88620195,9.995927683244837,8.859478616071307,stable,False,,inner_validation,
rolling_origin_2021-05-18,rolling_origin_2021-05-18__inner_1_2020-06-02,Z11_ebm,42117,f54d743d851555d673b0ddad4d2d7d382bb8738328557fdf0dda9fc7554e8cf3,P-V01-W005::C008::C009,P-V01-W005,P-V01,GEO_SW,2020-04-21,2020-06-02,42,0.7904760529,47.43236074107129,53.39628416606416,63.29256325,5.9639234249928705,15.860202508928708,stable,False,,inner_validation,
rolling_origin_2021-05-18,rolling_origin_2021-05-18__inner_1_2020-06-02,Z11_ebm,42117,f54d743d851555d673b0ddad4d2d7d382bb8738328557fdf0dda9fc7554e8cf3,P-V01-W006::C008::C009,P-V01-W006,P-V01,GEO_SW,2020-04-21,2020-06-02,42,0.7752739001,31.01532115178564,37.14137351485976,36.70666692,6.12605236307412,5.691345768214365,stable,False,,inner_validation,
rolling_origin_2021-05-18,rolling_origin_2021-05-18__inner_1_2020-06-02,Z11_ebm,42117,f54d743d851555d673b0ddad4d2d7d382bb8738328557fdf0dda9fc7554e8cf3,P-V01-W007::C008::C009,P-V01-W007,P-V01,GEO_SW,2020-04-21,2020-06-02,42,0.7486818542,40.99758191071459,57.545018812937336,65.90209901,16.54743690222275,24.904517099285414,volatile_or_gap,True,,inner_validation,
rolling_origin_2021-05-18,rolling_origin_2021-05-18__inner_2_2020-10-20,Z11_ebm,42117,f54d743d851555d673b0ddad4d2d7d382bb8738328557fdf0dda9fc7554e8cf3,P-D01-W003::C008::C010,P-D01-W003,P-D01,GEO_SW,2020-04-21,2020-10-20,182,1.208959984,5.514072283928614,6.772813024654646,-0.3749137848,1.258740740726032,5.888986068728614,stable,False,,inner_validation,
