outer_fold_id,inner_fold_id,model_id,seed,parameter_sha256,sample_id,point_id,profile_id,zone_id,current_date,target_date,forecast_horizon_days,current_standard_uncertainty_mm,y_true,y_pred,b1_prediction,absolute_error,b1_absolute_error,transition_segment,is_transition,probabilistic_score,provenance_role,selected_effective_iterations
rolling_origin_2021-05-18,rolling_origin_2021-05-18__inner_1_2020-06-02,B6_adaptive_kalman,42117,48fd523b6d436a7bf26136e40707f63a9bb9eb93bac224a213abc55aa600da4d,P-D01-W001::C008::C009,P-D01-W001,P-D01,GEO_SW,2020-04-21,2020-06-02,42,1.160798797,47.27803044107135,18.552290981842507,16.89546956,28.725739459228844,30.382560881071353,stable,False,20.812775669672362,inner_validation,
rolling_origin_2021-05-18,rolling_origin_2021-05-18__inner_1_2020-06-02,B6_adaptive_kalman,42117,48fd523b6d436a7bf26136e40707f63a9bb9eb93bac224a213abc55aa600da4d,P-D01-W002::C008::C009,P-D01-W002,P-D01,GEO_SW,2020-04-21,2020-06-02,42,1.190305509,89.0662707660715,68.68851774168208,66.46323011,20.37775302438942,22.6030406560715,volatile_or_gap,True,13.146712005968118,inner_validation,
rolling_origin_2021-05-18,rolling_origin_2021-05-18__inner_1_2020-06-02,B6_adaptive_kalman,42117,48fd523b6d436a7bf26136e40707f63a9bb9eb93bac224a213abc55aa600da4d,P-D01-W005::C008::C009,P-D01-W005,P-D01,GEO_SW,2020-04-21,2020-06-02,42,1.225971399,42.41228038571448,32.98775022993234,30.27102401,9.424530155782143,12.14125637571448,stable,False,5.820871768825233,inner_validation,
rolling_origin_2021-05-18,rolling_origin_2021-05-18__inner_1_2020-06-02,B6_adaptive_kalman,42117,48fd523b6d436a7bf26136e40707f63a9bb9eb93bac224a213abc55aa600da4d,P-D01-W006::C008::C009,P-D01-W006,P-D01,GEO_SW,2020-04-21,2020-06-02,42,1.21121964,29.23191671607172,30.334158005368796,25.68797193,1.1022412892970763,3.5439447860717195,decelerating,True,3.5778888769547486,inner_validation,
rolling_origin_2021-05-18,rolling_origin_2021-05-18__inner_1_2020-06-02,B6_adaptive_kalman,42117,48fd523b6d436a7bf26136e40707f63a9bb9eb93bac224a213abc55aa600da4d,P-D01-W007::C008::C009,P-D01-W007,P-D01,GEO_SW,2020-04-21,2020-06-02,42,1.179483642,46.16659904107145,37.34545682942383,32.95709782,8.821142211647619,13.209501221071449,decelerating,True,5.49438482898823,inner_validation,
rolling_origin_2021-05-18,rolling_origin_2021-05-18__inner_1_2020-06-02,B6_adaptive_kalman,42117,48fd523b6d436a7bf26136e40707f63a9bb9eb93bac224a213abc55aa600da4d,P-H03-W001::C008::C009,P-H03-W001,P-H03,GEO_SE,2020-04-21,2020-06-02,42,1.130338411,65.67874278035706,62.75769128391203,60.44983503,2.921051496445024,5.2289077503570525,volatile_or_gap,True,3.5382689077913962,inner_validation,
rolling_origin_2021-05-18,rolling_origin_2021-05-18__inner_1_2020-06-02,B6_adaptive_kalman,42117,48fd523b6d436a7bf26136e40707f63a9bb9eb93bac224a213abc55aa600da4d,P-H03-W002::C008::C009,P-H03-W002,P-H03,GEO_SE,2020-04-21,2020-06-02,42,1.175988156,53.90724749999999,57.30910306148151,53.24664352,3.4018555614815185,0.6606039799999905,stable,False,3.753474126659712,inner_validation,
rolling_origin_2021-05-18,rolling_origin_2021-05-18__inner_1_2020-06-02,B6_adaptive_kalman,42117,48fd523b6d436a7bf26136e40707f63a9bb9eb93bac224a213abc55aa600da4d,P-H03-W004::C008::C009,P-H03-W004,P-H03,GEO_SE,2020-04-21,2020-06-02,42,1.202381777,72.36759298928557,64.88007840193112,59.60905329,7.487514587354454,12.75853969928557,volatile_or_gap,True,4.976992285811422,inner_validation,
rolling_origin_2021-05-18,rolling_origin_2021-05-18__inner_1_2020-06-02,B6_adaptive_kalman,42117,48fd523b6d436a7bf26136e40707f63a9bb9eb93bac224a213abc55aa600da4d,P-H03-W005::C008::C009,P-H03-W005,P-H03,GEO_SE,2020-04-21,2020-06-02,42,1.203535027,67.11570846071425,67.90805838554154,65.46520959,0.7923499248272918,1.6504988707142445,stable,False,3.5314459852445075,inner_validation,
rolling_origin_2021-05-18,rolling_origin_2021-05-18__inner_1_2020-06-02,B6_adaptive_kalman,42117,48fd523b6d436a7bf26136e40707f63a9bb9eb93bac224a213abc55aa600da4d,P-H03-W006::C008::C009,P-H03-W006,P-H03,GEO_SE,2020-04-21,2020-06-02,42,1.198786711,73.73400889285719,73.06050236444186,67.52342595,0.6735065284153308,6.210582942857187,decelerating,True,3.5273033099010096,inner_validation,
