outer_fold_id,inner_fold_id,model_id,seed,parameter_sha256,sample_id,point_id,profile_id,zone_id,current_date,target_date,forecast_horizon_days,current_standard_uncertainty_mm,y_true,y_pred,b1_prediction,absolute_error,b1_absolute_error,transition_segment,is_transition,probabilistic_score,provenance_role,selected_effective_iterations
rolling_origin_2021-05-18,rolling_origin_2021-05-18__inner_1_2020-06-02,Z01_elastic_net,42117,3dd62058bf27ac0b883f0d93ed33d63aecb876aad7bde2eab82c165f290a430a,P-D01-W001::C008::C009,P-D01-W001,P-D01,GEO_SW,2020-04-21,2020-06-02,42,1.160798797,47.27803044107135,13.213600404050304,16.89546956,34.06443003702105,30.382560881071353,stable,False,,inner_validation,
rolling_origin_2021-05-18,rolling_origin_2021-05-18__inner_1_2020-06-02,Z01_elastic_net,42117,3dd62058bf27ac0b883f0d93ed33d63aecb876aad7bde2eab82c165f290a430a,P-D01-W002::C008::C009,P-D01-W002,P-D01,GEO_SW,2020-04-21,2020-06-02,42,1.190305509,89.0662707660715,55.12273141524993,66.46323011,33.94353935082157,22.6030406560715,volatile_or_gap,True,,inner_validation,
rolling_origin_2021-05-18,rolling_origin_2021-05-18__inner_1_2020-06-02,Z01_elastic_net,42117,3dd62058bf27ac0b883f0d93ed33d63aecb876aad7bde2eab82c165f290a430a,P-D01-W005::C008::C009,P-D01-W005,P-D01,GEO_SW,2020-04-21,2020-06-02,42,1.225971399,42.41228038571448,24.774467569958063,30.27102401,17.63781281575642,12.14125637571448,stable,False,,inner_validation,
rolling_origin_2021-05-18,rolling_origin_2021-05-18__inner_1_2020-06-02,Z01_elastic_net,42117,3dd62058bf27ac0b883f0d93ed33d63aecb876aad7bde2eab82c165f290a430a,P-D01-W006::C008::C009,P-D01-W006,P-D01,GEO_SW,2020-04-21,2020-06-02,42,1.21121964,29.23191671607172,21.35072435278212,25.68797193,7.8811923632896,3.5439447860717195,decelerating,True,,inner_validation,
rolling_origin_2021-05-18,rolling_origin_2021-05-18__inner_1_2020-06-02,Z01_elastic_net,42117,3dd62058bf27ac0b883f0d93ed33d63aecb876aad7bde2eab82c165f290a430a,P-D01-W007::C008::C009,P-D01-W007,P-D01,GEO_SW,2020-04-21,2020-06-02,42,1.179483642,46.16659904107145,28.733792715462595,32.95709782,17.432806325608855,13.209501221071449,decelerating,True,,inner_validation,
rolling_origin_2021-05-18,rolling_origin_2021-05-18__inner_1_2020-06-02,Z01_elastic_net,42117,3dd62058bf27ac0b883f0d93ed33d63aecb876aad7bde2eab82c165f290a430a,P-H03-W001::C008::C009,P-H03-W001,P-H03,GEO_SE,2020-04-21,2020-06-02,42,1.130338411,65.67874278035706,53.98993020680467,60.44983503,11.688812573552383,5.2289077503570525,volatile_or_gap,True,,inner_validation,
rolling_origin_2021-05-18,rolling_origin_2021-05-18__inner_1_2020-06-02,Z01_elastic_net,42117,3dd62058bf27ac0b883f0d93ed33d63aecb876aad7bde2eab82c165f290a430a,P-H03-W002::C008::C009,P-H03-W002,P-H03,GEO_SE,2020-04-21,2020-06-02,42,1.175988156,53.90724749999999,46.89964494710178,53.24664352,7.007602552898213,0.6606039799999905,stable,False,,inner_validation,
rolling_origin_2021-05-18,rolling_origin_2021-05-18__inner_1_2020-06-02,Z01_elastic_net,42117,3dd62058bf27ac0b883f0d93ed33d63aecb876aad7bde2eab82c165f290a430a,P-H03-W004::C008::C009,P-H03-W004,P-H03,GEO_SE,2020-04-21,2020-06-02,42,1.202381777,72.36759298928557,53.49185371973597,59.60905329,18.875739269549598,12.75853969928557,volatile_or_gap,True,,inner_validation,
rolling_origin_2021-05-18,rolling_origin_2021-05-18__inner_1_2020-06-02,Z01_elastic_net,42117,3dd62058bf27ac0b883f0d93ed33d63aecb876aad7bde2eab82c165f290a430a,P-H03-W005::C008::C009,P-H03-W005,P-H03,GEO_SE,2020-04-21,2020-06-02,42,1.203535027,67.11570846071425,56.476752264588825,65.46520959,10.63895619612542,1.6504988707142445,stable,False,,inner_validation,
rolling_origin_2021-05-18,rolling_origin_2021-05-18__inner_1_2020-06-02,Z01_elastic_net,42117,3dd62058bf27ac0b883f0d93ed33d63aecb876aad7bde2eab82c165f290a430a,P-H03-W006::C008::C009,P-H03-W006,P-H03,GEO_SE,2020-04-21,2020-06-02,42,1.198786711,73.73400889285719,60.06206299381503,67.52342595,13.671945899042157,6.210582942857187,decelerating,True,,inner_validation,
