outer_fold_id,inner_fold_id,model_id,seed,parameter_sha256,sample_id,point_id,profile_id,zone_id,current_date,target_date,forecast_horizon_days,current_standard_uncertainty_mm,y_true,y_pred,b1_prediction,absolute_error,b1_absolute_error,transition_segment,is_transition,probabilistic_score,provenance_role,selected_effective_iterations
rolling_origin_2021-05-18,rolling_origin_2021-05-18__inner_1_2020-06-02,Z05_gaussian_gee,42117,5760b6e8f1b395557c8dd64b04349ee73cd475a405267f39003b50004c2b32c0,P-D01-W001::C008::C009,P-D01-W001,P-D01,GEO_SW,2020-04-21,2020-06-02,42,1.160798797,47.27803044107135,11.530874465133396,16.89546956,35.74715597593796,30.382560881071353,stable,False,33.13123276213939,inner_validation,
rolling_origin_2021-05-18,rolling_origin_2021-05-18__inner_1_2020-06-02,Z05_gaussian_gee,42117,5760b6e8f1b395557c8dd64b04349ee73cd475a405267f39003b50004c2b32c0,P-D01-W002::C008::C009,P-D01-W002,P-D01,GEO_SW,2020-04-21,2020-06-02,42,1.190305509,89.0662707660715,52.675313178987885,66.46323011,36.39095758708361,22.6030406560715,volatile_or_gap,True,33.77503437328505,inner_validation,
rolling_origin_2021-05-18,rolling_origin_2021-05-18__inner_1_2020-06-02,Z05_gaussian_gee,42117,5760b6e8f1b395557c8dd64b04349ee73cd475a405267f39003b50004c2b32c0,P-D01-W005::C008::C009,P-D01-W005,P-D01,GEO_SW,2020-04-21,2020-06-02,42,1.225971399,42.41228038571448,23.381981950275218,30.27102401,19.030298435439263,12.14125637571448,stable,False,16.414416734192127,inner_validation,
rolling_origin_2021-05-18,rolling_origin_2021-05-18__inner_1_2020-06-02,Z05_gaussian_gee,42117,5760b6e8f1b395557c8dd64b04349ee73cd475a405267f39003b50004c2b32c0,P-D01-W006::C008::C009,P-D01-W006,P-D01,GEO_SW,2020-04-21,2020-06-02,42,1.21121964,29.23191671607172,20.477976105596966,25.68797193,8.753940610474753,3.5439447860717195,decelerating,True,6.2437643586824345,inner_validation,
rolling_origin_2021-05-18,rolling_origin_2021-05-18__inner_1_2020-06-02,Z05_gaussian_gee,42117,5760b6e8f1b395557c8dd64b04349ee73cd475a405267f39003b50004c2b32c0,P-D01-W007::C008::C009,P-D01-W007,P-D01,GEO_SW,2020-04-21,2020-06-02,42,1.179483642,46.16659904107145,26.47862548946263,32.95709782,19.68797355160882,13.209501221071449,decelerating,True,17.072071974949516,inner_validation,
rolling_origin_2021-05-18,rolling_origin_2021-05-18__inner_1_2020-06-02,Z05_gaussian_gee,42117,5760b6e8f1b395557c8dd64b04349ee73cd475a405267f39003b50004c2b32c0,P-H03-W001::C008::C009,P-H03-W001,P-H03,GEO_SE,2020-04-21,2020-06-02,42,1.130338411,65.67874278035706,53.13157421477629,60.44983503,12.547168565580762,5.2289077503570525,volatile_or_gap,True,9.940881216442637,inner_validation,
rolling_origin_2021-05-18,rolling_origin_2021-05-18__inner_1_2020-06-02,Z05_gaussian_gee,42117,5760b6e8f1b395557c8dd64b04349ee73cd475a405267f39003b50004c2b32c0,P-H03-W002::C008::C009,P-H03-W002,P-H03,GEO_SE,2020-04-21,2020-06-02,42,1.175988156,53.90724749999999,46.43795485763902,53.24664352,7.469292642360969,0.6606039799999905,stable,False,5.063398526356328,inner_validation,
rolling_origin_2021-05-18,rolling_origin_2021-05-18__inner_1_2020-06-02,Z05_gaussian_gee,42117,5760b6e8f1b395557c8dd64b04349ee73cd475a405267f39003b50004c2b32c0,P-H03-W004::C008::C009,P-H03-W004,P-H03,GEO_SE,2020-04-21,2020-06-02,42,1.202381777,72.36759298928557,53.53692341823693,59.60905329,18.830669571048638,12.75853969928557,volatile_or_gap,True,16.214796763286515,inner_validation,
rolling_origin_2021-05-18,rolling_origin_2021-05-18__inner_1_2020-06-02,Z05_gaussian_gee,42117,5760b6e8f1b395557c8dd64b04349ee73cd475a405267f39003b50004c2b32c0,P-H03-W005::C008::C009,P-H03-W005,P-H03,GEO_SE,2020-04-21,2020-06-02,42,1.203535027,67.11570846071425,57.62086350956999,65.46520959,9.494844951144252,1.6504988707142445,stable,False,6.948127276334904,inner_validation,
rolling_origin_2021-05-18,rolling_origin_2021-05-18__inner_1_2020-06-02,Z05_gaussian_gee,42117,5760b6e8f1b395557c8dd64b04349ee73cd475a405267f39003b50004c2b32c0,P-H03-W006::C008::C009,P-H03-W006,P-H03,GEO_SE,2020-04-21,2020-06-02,42,1.198786711,73.73400889285719,59.81721267066475,67.52342595,13.916796222192438,6.210582942857187,decelerating,True,11.304397988154788,inner_validation,
rolling_origin_2021-05-18,rolling_origin_2021-05-18__inner_1_2020-06-02,Z05_gaussian_gee,42117,5760b6e8f1b395557c8dd64b04349ee73cd475a405267f39003b50004c2b32c0,P-V01-W003::C008::C009,P-V01-W003,P-V01,GEO_SW,2020-04-21,2020-06-02,42,0.7931309698,28.492908130357204,30.463858303468143,33.45951276,1.9709501731109391,4.966604629642799,stable,False,1.4128496309252583,inner_validation,
rolling_origin_2021-05-18,rolling_origin_2021-05-18__inner_1_2020-06-02,Z05_gaussian_gee,42117,5760b6e8f1b395557c8dd64b04349ee73cd475a405267f39003b50004c2b32c0,P-V01-W004::C008::C009,P-V01-W004,P-V01,GEO_SW,2020-04-21,2020-06-02,42,0.7956483756,33.02672333392869,36.99418913755076,41.88620195,3.967465803622069,8.859478616071307,stable,False,2.3609566099703536,inner_validation,
rolling_origin_2021-05-18,rolling_origin_2021-05-18__inner_1_2020-06-02,Z05_gaussian_gee,42117,5760b6e8f1b395557c8dd64b04349ee73cd475a405267f39003b50004c2b32c0,P-V01-W005::C008::C009,P-V01-W005,P-V01,GEO_SW,2020-04-21,2020-06-02,42,0.7904760529,47.43236074107129,55.52716108468359,63.29256325,8.094800343612299,15.860202508928708,stable,False,5.630409672793733,inner_validation,
rolling_origin_2021-05-18,rolling_origin_2021-05-18__inner_1_2020-06-02,Z05_gaussian_gee,42117,5760b6e8f1b395557c8dd64b04349ee73cd475a405267f39003b50004c2b32c0,P-V01-W006::C008::C009,P-V01-W006,P-V01,GEO_SW,2020-04-21,2020-06-02,42,0.7752739001,31.01532115178564,32.813943393222225,36.70666692,1.7986222414365862,5.691345768214365,stable,False,1.358461441979836,inner_validation,
rolling_origin_2021-05-18,rolling_origin_2021-05-18__inner_1_2020-06-02,Z05_gaussian_gee,42117,5760b6e8f1b395557c8dd64b04349ee73cd475a405267f39003b50004c2b32c0,P-V01-W007::C008::C009,P-V01-W007,P-V01,GEO_SW,2020-04-21,2020-06-02,42,0.7486818542,40.99758191071459,56.82937749840975,65.90209901,15.831795587695161,24.904517099285414,volatile_or_gap,True,13.216631791672224,inner_validation,
rolling_origin_2021-05-18,rolling_origin_2021-05-18__inner_2_2020-10-20,Z05_gaussian_gee,42117,5760b6e8f1b395557c8dd64b04349ee73cd475a405267f39003b50004c2b32c0,P-D01-W003::C008::C010,P-D01-W003,P-D01,GEO_SW,2020-04-21,2020-10-20,182,1.208959984,5.514072283928614,5.889455753656043,-0.3749137848,0.37538346972742964,5.888986068728614,stable,False,1.3633869625912958,inner_validation,
rolling_origin_2021-05-18,rolling_origin_2021-05-18__inner_2_2020-10-20,Z05_gaussian_gee,42117,5760b6e8f1b395557c8dd64b04349ee73cd475a405267f39003b50004c2b32c0,P-D01-W004::C008::C010,P-D01-W004,P-D01,GEO_SW,2020-04-21,2020-10-20,182,1.225655853,4.385185880769217,5.480667919489267,-0.6037189012,1.0954820387200508,4.988904781969216,stable,False,1.4360917497778594,inner_validation,
rolling_origin_2021-05-18,rolling_origin_2021-05-18__inner_2_2020-10-20,Z05_gaussian_gee,42117,5760b6e8f1b395557c8dd64b04349ee73cd475a405267f39003b50004c2b32c0,P-H01-W001::C008::C010,P-H01-W001,P-H01,GEO_SW,2020-04-21,2020-10-20,182,0.7199526787,27.01447901579672,33.817558521660814,32.27517974,6.803079505864094,5.260700724203279,stable,False,4.219736478287246,inner_validation,
