design,model_id,scope,segment,rows,points,profiles,n,mae,rmse,bias,r2,reference_b1_mae,improvement_vs_b1_percent
leave_profile_out,B7_two_regime_imm,all,all,130,90,14,130,6.573024472010513,10.702034624436878,-0.8087976060563613,0.9460720273192076,7.31092175130067,10.093081343113539
leave_profile_out,B1_persistence_last_rate,all,all,130,90,14,130,7.31092175130067,11.071272766527729,-3.0461735358418554,0.9422866223175526,7.31092175130067,0.0
leave_profile_out,B6_adaptive_kalman,all,all,130,90,14,130,7.311447665392591,11.792694062673833,-2.8108890145321412,0.9345201834075664,7.31092175130067,-0.007193540155553809
leave_profile_out,B5_fixed_kalman,all,all,130,90,14,130,8.03603639185759,13.360073223073746,-3.484239968390165,0.9159574797457477,7.31092175130067,-9.918238290922966
leave_profile_out,B7_two_regime_imm,mechanism,accelerating,18,15,6,18,12.393470153963907,16.84989553385863,-7.941484726372102,0.893976049065201,15.491772248984017,19.999662047854482
leave_profile_out,B1_persistence_last_rate,mechanism,accelerating,18,15,6,18,15.491772248984017,20.43526131497341,-13.752420967626026,0.844055540362403,15.491772248984017,0.0
leave_profile_out,B6_adaptive_kalman,mechanism,accelerating,18,15,6,18,17.46275694418471,23.285678594415394,-16.544733146851172,0.7975175644464028,15.491772248984017,-12.722783833398767
leave_profile_out,B5_fixed_kalman,mechanism,accelerating,18,15,6,18,22.229338612528757,28.540309462991008,-21.49993352622484,0.6958226203207565,15.491772248984017,-43.49125623110425
leave_profile_out,B6_adaptive_kalman,mechanism,decelerating,12,12,5,12,3.8585872583821486,4.868122871303044,0.7755456691576681,0.9786477139607288,4.790889962941637,19.45990644266537
leave_profile_out,B5_fixed_kalman,mechanism,decelerating,12,12,5,12,3.863414807468311,4.895136549738419,1.6167700550884456,0.9784100847250442,4.790889962941637,19.359141258670235
leave_profile_out,B7_two_regime_imm,mechanism,decelerating,12,12,5,12,3.9487424699535203,4.741655345673964,0.8009981463031131,0.9797427129100391,4.790889962941637,17.578101344474053
leave_profile_out,B1_persistence_last_rate,mechanism,decelerating,12,12,5,12,4.790889962941637,5.9497097943906025,-3.4059422419800054,0.9681057141695147,4.790889962941637,0.0
leave_profile_out,B7_two_regime_imm,mechanism,stable,86,75,14,86,4.4494166790165925,5.703793079144235,0.17860819227848804,0.9697092317300754,5.275722102237934,15.662413736137216
leave_profile_out,B5_fixed_kalman,mechanism,stable,86,75,14,86,4.713797536268069,5.760865662777946,0.1711885919928401,0.9691000155489032,5.275722102237934,10.651140357288712
leave_profile_out,B6_adaptive_kalman,mechanism,stable,86,75,14,86,4.744092193014879,5.827553545801503,0.08581568590300662,0.9683804772862129,5.275722102237934,10.076912675092196
leave_profile_out,B1_persistence_last_rate,mechanism,stable,86,75,14,86,5.275722102237934,6.430175168704921,-0.41495421674152483,0.9615028683046921,5.275722102237934,0.0
leave_profile_out,B1_persistence_last_rate,mechanism,volatile_or_gap,14,14,9,14,11.454653345686612,17.802605156749628,-5.135829478474392,0.8734384362928086,11.454653345686612,0.0
leave_profile_out,B6_adaptive_kalman,mechanism,volatile_or_gap,14,14,9,14,12.990256843274755,19.112085321339837,-6.021219447386272,0.8541350781603213,11.454653345686612,-13.405936009110158
leave_profile_out,B5_fixed_kalman,mechanism,volatile_or_gap,14,14,9,14,13.772076436235372,19.64022104186476,-7.148275142222854,0.845962147592344,11.454653345686612,-20.231280865617926
leave_profile_out,B7_two_regime_imm,mechanism,volatile_or_gap,14,14,9,14,14.383998182510505,21.89448677372802,0.9164824282702528,0.8085725336145172,11.454653345686612,-25.573404523210407
leave_profile_out,B7_two_regime_imm,stable_vs_transition,stable,86,75,14,86,4.4494166790165925,5.703793079144235,0.17860819227848804,0.9697092317300754,5.275722102237934,15.662413736137216
leave_profile_out,B5_fixed_kalman,stable_vs_transition,stable,86,75,14,86,4.713797536268069,5.760865662777946,0.1711885919928401,0.9691000155489032,5.275722102237934,10.651140357288712
leave_profile_out,B6_adaptive_kalman,stable_vs_transition,stable,86,75,14,86,4.744092193014879,5.827553545801503,0.08581568590300662,0.9683804772862129,5.275722102237934,10.076912675092196
leave_profile_out,B1_persistence_last_rate,stable_vs_transition,stable,86,75,14,86,5.275722102237934,6.430175168704921,-0.41495421674152483,0.9615028683046921,5.275722102237934,0.0
leave_profile_out,B7_two_regime_imm,stable_vs_transition,transition,44,34,10,44,10.72371243104408,16.577298888451406,-2.7387271209835666,0.9011939464456824,11.28881197446874,5.005837148343982
leave_profile_out,B1_persistence_last_rate,stable_vs_transition,transition,44,34,10,44,11.28881197446874,16.77297972863165,-8.189011295901594,0.8988475370528807,11.28881197446874,0.0
leave_profile_out,B6_adaptive_kalman,stable_vs_transition,transition,44,34,10,44,12.329460634130841,18.560833405408943,-8.472630019928111,0.8761343280363342,11.28881197446874,-9.218407233778697
leave_profile_out,B5_fixed_kalman,stable_vs_transition,transition,44,34,10,44,14.529503245964376,21.505692192836158,-10.628941245502402,0.8337112500163977,11.28881197446874,-28.707106459252955
leave_zone_out,B7_two_regime_imm,all,all,130,90,14,130,7.064226316272913,11.858976784896322,-1.755798843841852,0.9337820352269385,7.31092175130067,3.3743410669642
leave_zone_out,B1_persistence_last_rate,all,all,130,90,14,130,7.31092175130067,11.071272766527729,-3.046173535841856,0.9422866223175526,7.31092175130067,0.0
leave_zone_out,B5_fixed_kalman,all,all,130,90,14,130,8.03603639185759,13.360073223073746,-3.484239968390165,0.9159574797457477,7.31092175130067,-9.918238290922966
leave_zone_out,B6_adaptive_kalman,all,all,130,90,14,130,8.405255456237965,14.618287109978947,-3.931423970321905,0.8993823046826815,7.31092175130067,-14.968477876850542
leave_zone_out,B1_persistence_last_rate,mechanism,accelerating,20,14,5,20,13.137916856313,17.620939901325347,-9.995027395270972,0.9048379913124871,13.137916856313,0.0
leave_zone_out,B7_two_regime_imm,mechanism,accelerating,20,14,5,20,14.663104664974497,20.56140459702172,-10.058616853426614,0.8704280428754738,13.137916856313,-11.609053591541175
leave_zone_out,B5_fixed_kalman,mechanism,accelerating,20,14,5,20,18.974387455826136,25.609585136110088,-17.268529529616583,0.7989932938548175,13.137916856313,-44.424627308465645
leave_zone_out,B6_adaptive_kalman,mechanism,accelerating,20,14,5,20,21.766422999236493,29.74963670657953,-20.325276901846543,0.7287505951960225,13.137916856313,-65.67636435282618
leave_zone_out,B7_two_regime_imm,mechanism,decelerating,15,15,5,15,3.33685794842454,4.278216726016538,0.21953124026866877,0.9812486825396933,5.202691767167579,35.862855272681784
leave_zone_out,B5_fixed_kalman,mechanism,decelerating,15,15,5,15,4.006911260889594,5.023949069172059,0.37723662915581213,0.9741418958710895,5.202691767167579,22.98388141738762
leave_zone_out,B6_adaptive_kalman,mechanism,decelerating,15,15,5,15,4.014491822189699,5.0303377112281265,1.5167813650578306,0.9740760897869324,5.202691767167579,22.83817681601294
leave_zone_out,B1_persistence_last_rate,mechanism,decelerating,15,15,5,15,5.202691767167579,6.272652507130041,-4.094733590398276,0.9596903820330676,5.202691767167579,0.0
leave_zone_out,B7_two_regime_imm,mechanism,stable,77,71,14,77,4.354510677867239,5.613480931716746,0.5171783586822858,0.9717117280327533,4.953416234017137,12.090757728715959
leave_zone_out,B6_adaptive_kalman,mechanism,stable,77,71,14,77,4.525094541671902,5.582982182515731,0.40842792352796786,0.9720182804871109,4.953416234017137,8.64699577240803
leave_zone_out,B5_fixed_kalman,mechanism,stable,77,71,14,77,4.537478037372804,5.653060869768129,0.47956248549486735,0.9713114076919472,4.953416234017137,8.396996678533
leave_zone_out,B1_persistence_last_rate,mechanism,stable,77,71,14,77,4.953416234017137,6.104418900468964,-0.23237767884675575,0.9665473465192986,4.953416234017137,0.0
leave_zone_out,B1_persistence_last_rate,mechanism,volatile_or_gap,18,17,9,18,12.67822577866632,18.656299005230462,-6.488218145935969,0.814683344818633,12.67822577866632,0.0
leave_zone_out,B7_two_regime_imm,mechanism,volatile_or_gap,18,17,9,18,13.318729799657957,19.897318001142622,-3.899845269637472,0.7892087653375383,12.67822577866632,-5.052000431080935
leave_zone_out,B6_adaptive_kalman,mechanism,volatile_or_gap,18,17,9,18,13.816949571367969,20.138152105717754,-8.821124927357657,0.7840751138064526,12.67822577866632,-8.9817283000101
leave_zone_out,B5_fixed_kalman,mechanism,volatile_or_gap,18,17,9,18,14.205972446328555,20.065985430789286,-8.342525895490654,0.7856199090069185,12.67822577866632,-12.050161389561135
leave_zone_out,B7_two_regime_imm,stable_vs_transition,stable,77,71,14,77,4.354510677867239,5.613480931716746,0.5171783586822858,0.9717117280327533,4.953416234017137,12.090757728715959
leave_zone_out,B6_adaptive_kalman,stable_vs_transition,stable,77,71,14,77,4.525094541671902,5.582982182515731,0.40842792352796786,0.9720182804871109,4.953416234017137,8.64699577240803
leave_zone_out,B5_fixed_kalman,stable_vs_transition,stable,77,71,14,77,4.537478037372804,5.653060869768129,0.47956248549486735,0.9713114076919472,4.953416234017137,8.396996678533
leave_zone_out,B1_persistence_last_rate,stable_vs_transition,stable,77,71,14,77,4.953416234017137,6.104418900468964,-0.23237767884675575,0.9665473465192986,4.953416234017137,0.0
leave_zone_out,B1_persistence_last_rate,stable_vs_transition,transition,53,34,10,53,10.735976936788065,15.700725778535398,-7.134141101664923,0.9082376935516928,10.735976936788065,0.0
leave_zone_out,B7_two_regime_imm,stable_vs_transition,transition,53,34,10,53,11.000982998484929,17.296653074033873,-5.0580487418486175,0.8886349251132044,10.735976936788065,-2.4683926135197836
leave_zone_out,B5_fixed_kalman,stable_vs_transition,transition,53,34,10,53,13.11884758610907,19.783357721081035,-9.242971835355213,0.8543116341485439,10.735976936788065,-22.195191582014516
leave_zone_out,B6_adaptive_kalman,stable_vs_transition,transition,53,34,10,53,14.04247036985281,21.88313523551472,-10.236491816103797,0.8217440838534057,10.735976936788065,-30.798253876036778
rolling_origin,B7_two_regime_imm,all,all,218,93,14,218,6.33148660288795,10.991147825981006,-0.3121926418536184,0.9333041546497703,6.8237937224175695,7.214566259708129
rolling_origin,B1_persistence_last_rate,all,all,218,93,14,218,6.8237937224175695,10.832807537871396,-1.4030715847121134,0.9352119754485313,6.8237937224175695,0.0
rolling_origin,B6_adaptive_kalman,all,all,218,93,14,218,6.958573052227978,11.332045321236713,-1.9530100138686552,0.9291027664558206,6.8237937224175695,-1.9751378088647435
rolling_origin,B5_fixed_kalman,all,all,218,93,14,218,7.696273649794032,13.203883250069847,-2.4129318708197354,0.9037466098576213,6.8237937224175695,-12.78584850110849
rolling_origin,B7_two_regime_imm,mechanism,accelerating,34,25,7,34,10.809476611719983,15.243801435506565,-6.731929143236163,0.9129984820813526,12.16593070139682,11.149612166713197
rolling_origin,B1_persistence_last_rate,mechanism,accelerating,34,25,7,34,12.16593070139682,16.98910332518502,-8.884097482635386,0.8919359651365363,12.16593070139682,0.0
rolling_origin,B6_adaptive_kalman,mechanism,accelerating,34,25,7,34,14.031459401640252,19.153449100583874,-12.159406311316527,0.8626482340600623,12.16593070139682,-15.334040165371347
rolling_origin,B5_fixed_kalman,mechanism,accelerating,34,25,7,34,18.978643784434958,25.405515364582175,-17.630694867038276,0.7583447235690268,12.16593070139682,-55.998289405478396
rolling_origin,B5_fixed_kalman,mechanism,decelerating,14,14,7,14,5.2426457015372945,6.801710298461079,1.7550134917263698,0.9558439989883902,5.549320012882371,5.526340355812122
rolling_origin,B6_adaptive_kalman,mechanism,decelerating,14,14,7,14,5.506831029842845,6.962022978960411,-2.2385526570666494,0.9537380027179942,5.549320012882371,0.7656610709220489
rolling_origin,B1_persistence_last_rate,mechanism,decelerating,14,14,7,14,5.549320012882371,6.76951123153549,-3.504817062507104,0.9562610754692837,5.549320012882371,0.0
rolling_origin,B7_two_regime_imm,mechanism,decelerating,14,14,7,14,6.624806833721464,10.933535013378954,2.5825930987156887,0.8859028821388824,5.549320012882371,-19.380515420671767
rolling_origin,B7_two_regime_imm,mechanism,stable,148,77,14,148,4.180765689314391,5.321401957484073,1.3397476630229899,0.968515725875953,4.956723452845489,15.654651120099235
rolling_origin,B5_fixed_kalman,mechanism,stable,148,77,14,148,4.515913189216542,5.508659601241413,1.427170243149987,0.9662609050648723,4.956723452845489,8.893178484183792
rolling_origin,B6_adaptive_kalman,mechanism,stable,148,77,14,148,4.752595415578906,5.79845895681414,1.0101947685695878,0.9626176387682285,4.956723452845489,4.118205084639135
rolling_origin,B1_persistence_last_rate,mechanism,stable,148,77,14,148,4.956723452845489,6.031732914881516,1.1458506149341765,0.95954932618117,4.956723452845489,0.0
rolling_origin,B6_adaptive_kalman,mechanism,volatile_or_gap,22,20,12,22,11.791797718475118,21.177621707637236,-5.932066226725944,0.7966988557593787,11.939083474456947,1.23364374071878
rolling_origin,B1_persistence_last_rate,mechanism,volatile_or_gap,22,20,12,22,11.939083474456947,21.04406270436774,-5.6513065087634615,0.7992550519008977,11.939083474456947,0.0
rolling_origin,B5_fixed_kalman,mechanism,volatile_or_gap,22,20,12,22,13.216435234488165,22.282188550575217,-7.380313964989459,0.7749385357108978,11.939083474456947,-10.698909700765942
rolling_origin,B7_two_regime_imm,mechanism,volatile_or_gap,22,20,12,22,13.692784406384696,23.903508537926918,-3.3459710256127893,0.7409946395728688,11.939083474456947,-14.688740016599283
rolling_origin,B7_two_regime_imm,stable_vs_transition,stable,148,77,14,148,4.180765689314391,5.321401957484073,1.3397476630229899,0.968515725875953,4.956723452845489,15.654651120099235
