path,bytes,sha256
artifacts/model_selection/t1_gate_c1_compact_screen_v1/c2_admission_manifest.json,7498,ba9a12233c1a1ac2fe51a2efb05282322be065f095bf7d514d87c267611ace1a
artifacts/model_selection/t1_gate_c1_compact_screen_v1/checkpoint_inventory.csv,1654462,94dfa71687905cb3682df5a2ab0b11971115c22d9aa5b4540da247d83204b6b7
artifacts/model_selection/t1_gate_c1_compact_screen_v1/compute_resource_inventory.csv,826,b014f33c0063b885d80d30b3109359acee0f376dfb7f07e7da6503ff55c26d7e
artifacts/model_selection/t1_gate_c1_compact_screen_v1/environment/determinism_report.json,871,265a12f2f01c66f8ca5c274dff1307ce31743cf1a9a050b820f4feb9dcf306ce
artifacts/model_selection/t1_gate_c1_compact_screen_v1/environment/environment_manifest.json,1202,2c009f88447e6dbd50ad2471d530faf3456cb3b04cd21eeea5494919630f3a9c
artifacts/model_selection/t1_gate_c1_compact_screen_v1/environment/execution_authority.json,1853,c2a00f8b48a2dc29e5180b690040baf144ec1a1d6b1e6063c7d57a44d05d9c2e
artifacts/model_selection/t1_gate_c1_compact_screen_v1/environment/hardware_report.json,622,4234d69c617b7d67b1147e5f858d6ea05638134c962cd4ea35294108890643a2
artifacts/model_selection/t1_gate_c1_compact_screen_v1/environment/pip_freeze.txt,511,79f0e598f4abc5c680fc5dd5bbd194501e8bb2c6e3e3ed41dbeb6012f63f96bc
artifacts/model_selection/t1_gate_c1_compact_screen_v1/environment/pip_install_report.json,282198,979fe94d5c5ed6a705a138cfe0f4c15256624f993880cf47c98dc1f2b53586d0
artifacts/model_selection/t1_gate_c1_compact_screen_v1/environment/smoke_report.json,1498,a99026986741ff4e724c5da58d65a106ce59e11e9eec5233fc0040b5579864bd
artifacts/model_selection/t1_gate_c1_compact_screen_v1/environment/wheel_manifest.csv,5186,ccf771ebcc32271e7ba7f6ac498ac47684c1511174b163cc4b5a3d7087ed953f
artifacts/model_selection/t1_gate_c1_compact_screen_v1/execution_incident_register.json,9254,7c3d2a75b0156aa79639b780085cf2ca81a2d89a9eb7e86d8ce8102bb148d109
artifacts/model_selection/t1_gate_c1_compact_screen_v1/frozen_job_manifest.json,264941,c329f693fdb9b5efd554edeb97fed3d0b5ca64726f1325bf7fa504031cc78fa4
artifacts/model_selection/t1_gate_c1_compact_screen_v1/model_registry.json,12539,f8967d7b31ea91672b5a4b2d51f7c75dc1ab2f49236d273d43febf203ba96b21
artifacts/model_selection/t1_gate_c1_compact_screen_v1/outer_label_access_ledger.json,966,f5f006069806f6764196c9bba6ced01435bb8aa9d167b33b1245e7896749cdaa
artifacts/model_selection/t1_gate_c1_compact_screen_v1/prediction_shard_inventory.csv,16368,534d8ac486e0466768f0bb74be7649d5e12454284b878e9d3dee3041a24d4d5f
artifacts/model_selection/t1_gate_c1_compact_screen_v1/prediction_shards/C01_compact_gru/rolling_origin_2021-05-18.csv,284821,2fdf187aa123bf48a0d1f7a1d3253edced729a8458fb5fa9a66ab91f9643d756
artifacts/model_selection/t1_gate_c1_compact_screen_v1/prediction_shards/C01_compact_gru/rolling_origin_2021-07-13.csv,40848,21afaa1135ef1e28987117fb86766c3eaa6a9bf654a9c5cab71dd1a4d005a134
artifacts/model_selection/t1_gate_c1_compact_screen_v1/prediction_shards/C01_compact_gru/rolling_origin_2021-11-02.csv,307889,32e4902ce55e2b496de427b4076c205b1f24d2763220ca1084684500cad9fe03
artifacts/model_selection/t1_gate_c1_compact_screen_v1/prediction_shards/C01_compact_gru/rolling_origin_2022-03-01.csv,47647,30ad78ea41ac62297cbede0086743036abfe9f200f2cd76840c9aa89bc32217b
