outer_fold_id,inner_fold_id,model_id,seed,parameter_sha256,sample_id,y_pred,absolute_error,crps,nll,y_true,provenance_role
rolling_origin_2022-07-19,rolling_origin_2022-07-19__inner_1_2021-11-02,C01_compact_gru,42117,ca8badea415f8a84ff63f398a683bd5583be43526ddb0a174409c4b86bb1432d,P-D01-W001::C012::C014,47.723467730119765,58.43657869488024,,,106.160046425,inner_validation_within_outer_train
rolling_origin_2022-07-19,rolling_origin_2022-07-19__inner_1_2021-11-02,C01_compact_gru,42117,ca8badea415f8a84ff63f398a683bd5583be43526ddb0a174409c4b86bb1432d,P-D01-W002::C012::C014,46.58697522320881,0.1415278964340487,,,46.72850311964286,inner_validation_within_outer_train
rolling_origin_2022-07-19,rolling_origin_2022-07-19__inner_1_2021-11-02,C01_compact_gru,42117,ca8badea415f8a84ff63f398a683bd5583be43526ddb0a174409c4b86bb1432d,P-D01-W003::C012::C014,4.167179200279353,1.3273624269527975,,,5.494541627232151,inner_validation_within_outer_train
rolling_origin_2022-07-19,rolling_origin_2022-07-19__inner_1_2021-11-02,C01_compact_gru,42117,ca8badea415f8a84ff63f398a683bd5583be43526ddb0a174409c4b86bb1432d,P-D01-W004::C012::C014,4.104862860771437,2.1887850585393163,,,1.9160778022321208,inner_validation_within_outer_train
rolling_origin_2022-07-19,rolling_origin_2022-07-19__inner_1_2021-11-02,C01_compact_gru,42117,ca8badea415f8a84ff63f398a683bd5583be43526ddb0a174409c4b86bb1432d,P-D01-W005::C012::C014,34.46283495280558,2.750217127105188,,,37.21305207991077,inner_validation_within_outer_train
rolling_origin_2022-07-19,rolling_origin_2022-07-19__inner_1_2021-11-02,C01_compact_gru,42117,ca8badea415f8a84ff63f398a683bd5583be43526ddb0a174409c4b86bb1432d,P-D01-W006::C012::C014,21.814688098025037,6.091021739028577,,,27.90570983705361,inner_validation_within_outer_train
rolling_origin_2022-07-19,rolling_origin_2022-07-19__inner_1_2021-11-02,C01_compact_gru,42117,ca8badea415f8a84ff63f398a683bd5583be43526ddb0a174409c4b86bb1432d,P-D01-W007::C012::C014,28.45121220428404,5.310546040444773,,,23.140666163839263,inner_validation_within_outer_train
rolling_origin_2022-07-19,rolling_origin_2022-07-19__inner_1_2021-11-02,C01_compact_gru,42117,ca8badea415f8a84ff63f398a683bd5583be43526ddb0a174409c4b86bb1432d,P-H01-W001::C012::C014,25.82840040092777,2.413377786642034,,,23.415022614285736,inner_validation_within_outer_train
rolling_origin_2022-07-19,rolling_origin_2022-07-19__inner_1_2021-11-02,C01_compact_gru,42117,ca8badea415f8a84ff63f398a683bd5583be43526ddb0a174409c4b86bb1432d,P-H01-W002::C012::C014,27.499672382319293,32.90218678977895,,,60.40185917209824,inner_validation_within_outer_train
rolling_origin_2022-07-19,rolling_origin_2022-07-19__inner_1_2021-11-02,C01_compact_gru,42117,ca8badea415f8a84ff63f398a683bd5583be43526ddb0a174409c4b86bb1432d,P-H01-W003::C012::C014,23.972489249422505,68.60610878495245,,,92.57859803437496,inner_validation_within_outer_train
rolling_origin_2022-07-19,rolling_origin_2022-07-19__inner_1_2021-11-02,C01_compact_gru,42117,ca8badea415f8a84ff63f398a683bd5583be43526ddb0a174409c4b86bb1432d,P-H01-W004::C012::C014,28.37822520777042,3.131444275627551,,,25.24678093214287,inner_validation_within_outer_train
rolling_origin_2022-07-19,rolling_origin_2022-07-19__inner_1_2021-11-02,C01_compact_gru,42117,ca8badea415f8a84ff63f398a683bd5583be43526ddb0a174409c4b86bb1432d,P-H01-W005::C012::C014,47.64336654920599,5.727761157688136,,,41.91560539151786,inner_validation_within_outer_train
rolling_origin_2022-07-19,rolling_origin_2022-07-19__inner_1_2021-11-02,C01_compact_gru,42117,ca8badea415f8a84ff63f398a683bd5583be43526ddb0a174409c4b86bb1432d,P-H01-W006::C012::C014,27.97055555123896,1.961292131350337,,,29.931847682589293,inner_validation_within_outer_train
rolling_origin_2022-07-19,rolling_origin_2022-07-19__inner_1_2021-11-02,C01_compact_gru,42117,ca8badea415f8a84ff63f398a683bd5583be43526ddb0a174409c4b86bb1432d,P-H01-W007::C012::C014,33.54977799223671,0.8154561980403088,,,32.734321794196404,inner_validation_within_outer_train
rolling_origin_2022-07-19,rolling_origin_2022-07-19__inner_1_2021-11-02,C01_compact_gru,42117,ca8badea415f8a84ff63f398a683bd5583be43526ddb0a174409c4b86bb1432d,P-H02-W001::C012::C014,31.892150256901797,3.973305208276756,,,35.86545546517855,inner_validation_within_outer_train
rolling_origin_2022-07-19,rolling_origin_2022-07-19__inner_1_2021-11-02,C01_compact_gru,42117,ca8badea415f8a84ff63f398a683bd5583be43526ddb0a174409c4b86bb1432d,P-H02-W003::C012::C014,25.2250305727226,20.98673271790238,,,46.21176329062498,inner_validation_within_outer_train
rolling_origin_2022-07-19,rolling_origin_2022-07-19__inner_1_2021-11-02,C01_compact_gru,42117,ca8badea415f8a84ff63f398a683bd5583be43526ddb0a174409c4b86bb1432d,P-H02-W004::C012::C014,21.461559489237203,3.973720880405672,,,25.435280369642875,inner_validation_within_outer_train
rolling_origin_2022-07-19,rolling_origin_2022-07-19__inner_1_2021-11-02,C01_compact_gru,42117,ca8badea415f8a84ff63f398a683bd5583be43526ddb0a174409c4b86bb1432d,P-H02-W005::C012::C014,6.911678130253065,2.049752991309433,,,8.961431121562498,inner_validation_within_outer_train
rolling_origin_2022-07-19,rolling_origin_2022-07-19__inner_1_2021-11-02,C01_compact_gru,42117,ca8badea415f8a84ff63f398a683bd5583be43526ddb0a174409c4b86bb1432d,P-H02-W006::C012::C014,19.742375501984757,2.7707935783240067,,,16.971581923660747,inner_validation_within_outer_train
rolling_origin_2022-07-19,rolling_origin_2022-07-19__inner_1_2021-11-02,C01_compact_gru,42117,ca8badea415f8a84ff63f398a683bd5583be43526ddb0a174409c4b86bb1432d,P-H02-W007::C012::C014,31.270276547838023,8.007875551715447,,,39.27815209955347,inner_validation_within_outer_train
rolling_origin_2022-07-19,rolling_origin_2022-07-19__inner_1_2021-11-02,C01_compact_gru,42117,ca8badea415f8a84ff63f398a683bd5583be43526ddb0a174409c4b86bb1432d,P-H03-W001::C012::C014,49.11879956974896,0.9450617706418284,,,48.17373779910713,inner_validation_within_outer_train
rolling_origin_2022-07-19,rolling_origin_2022-07-19__inner_1_2021-11-02,C01_compact_gru,42117,ca8badea415f8a84ff63f398a683bd5583be43526ddb0a174409c4b86bb1432d,P-H03-W003::C012::C014,43.94007482369253,3.0538098076211355,,,40.8862650160714,inner_validation_within_outer_train
rolling_origin_2022-07-19,rolling_origin_2022-07-19__inner_1_2021-11-02,C01_compact_gru,42117,ca8badea415f8a84ff63f398a683bd5583be43526ddb0a174409c4b86bb1432d,P-H03-W004::C012::C014,49.92736795378167,10.379297408692452,,,39.54807054508922,inner_validation_within_outer_train
rolling_origin_2022-07-19,rolling_origin_2022-07-19__inner_1_2021-11-02,C01_compact_gru,42117,ca8badea415f8a84ff63f398a683bd5583be43526ddb0a174409c4b86bb1432d,P-H03-W005::C012::C014,50.24064981871318,8.038423620945359,,,42.20222619776782,inner_validation_within_outer_train
rolling_origin_2022-07-19,rolling_origin_2022-07-19__inner_1_2021-11-02,C01_compact_gru,42117,ca8badea415f8a84ff63f398a683bd5583be43526ddb0a174409c4b86bb1432d,P-H03-W006::C012::C014,54.01047360492065,3.551819639742007,,,50.45865396517864,inner_validation_within_outer_train
rolling_origin_2022-07-19,rolling_origin_2022-07-19__inner_1_2021-11-02,C01_compact_gru,42117,ca8badea415f8a84ff63f398a683bd5583be43526ddb0a174409c4b86bb1432d,P-H03-W007::C012::C014,20.38941559189448,0.0408573968052152,,,20.34855819508926,inner_validation_within_outer_train
rolling_origin_2022-07-19,rolling_origin_2022-07-19__inner_1_2021-11-02,C01_compact_gru,42117,ca8badea415f8a84ff63f398a683bd5583be43526ddb0a174409c4b86bb1432d,P-H05-W001::C012::C014,34.31444949786532,3.525961417313248,,,37.840410915178566,inner_validation_within_outer_train
rolling_origin_2022-07-19,rolling_origin_2022-07-19__inner_1_2021-11-02,C01_compact_gru,42117,ca8badea415f8a84ff63f398a683bd5583be43526ddb0a174409c4b86bb1432d,P-H05-W002::C012::C014,38.094279735741694,2.8870420276512334,,,40.98132176339293,inner_validation_within_outer_train
rolling_origin_2022-07-19,rolling_origin_2022-07-19__inner_1_2021-11-02,C01_compact_gru,42117,ca8badea415f8a84ff63f398a683bd5583be43526ddb0a174409c4b86bb1432d,P-H05-W003::C012::C014,32.24428038910359,5.268869911425146,,,26.97541047767844,inner_validation_within_outer_train
rolling_origin_2022-07-19,rolling_origin_2022-07-19__inner_1_2021-11-02,C01_compact_gru,42117,ca8badea415f8a84ff63f398a683bd5583be43526ddb0a174409c4b86bb1432d,P-H05-W004::C012::C014,23.6788894243495,0.1779173975640198,,,23.50097202678548,inner_validation_within_outer_train
rolling_origin_2022-07-19,rolling_origin_2022-07-19__inner_1_2021-11-02,C01_compact_gru,42117,ca8badea415f8a84ff63f398a683bd5583be43526ddb0a174409c4b86bb1432d,P-H05-W005::C012::C014,15.149103149498096,1.0006582299659286,,,16.149761379464024,inner_validation_within_outer_train
rolling_origin_2022-07-19,rolling_origin_2022-07-19__inner_1_2021-11-02,C01_compact_gru,42117,ca8badea415f8a84ff63f398a683bd5583be43526ddb0a174409c4b86bb1432d,P-H05-W006::C012::C014,18.598777484997072,1.2597932694672913,,,19.858570754464363,inner_validation_within_outer_train
rolling_origin_2022-07-19,rolling_origin_2022-07-19__inner_1_2021-11-02,C01_compact_gru,42117,ca8badea415f8a84ff63f398a683bd5583be43526ddb0a174409c4b86bb1432d,P-H05-W007::C012::C014,25.890085373609026,0.4581420410197125,,,25.43194333258931,inner_validation_within_outer_train
rolling_origin_2022-07-19,rolling_origin_2022-07-19__inner_1_2021-11-02,C01_compact_gru,42117,ca8badea415f8a84ff63f398a683bd5583be43526ddb0a174409c4b86bb1432d,P-H06-W001::C012::C014,3.908624881045185,0.836765950651178,,,4.745390831696363,inner_validation_within_outer_train
rolling_origin_2022-07-19,rolling_origin_2022-07-19__inner_1_2021-11-02,C01_compact_gru,42117,ca8badea415f8a84ff63f398a683bd5583be43526ddb0a174409c4b86bb1432d,P-H06-W002::C012::C014,1.7247796931491877,2.940228092565105,,,4.665007785714293,inner_validation_within_outer_train
rolling_origin_2022-07-19,rolling_origin_2022-07-19__inner_1_2021-11-02,C01_compact_gru,42117,ca8badea415f8a84ff63f398a683bd5583be43526ddb0a174409c4b86bb1432d,P-H06-W003::C012::C014,3.560965433178808,1.7062095909283173,,,5.267175024107125,inner_validation_within_outer_train
rolling_origin_2022-07-19,rolling_origin_2022-07-19__inner_1_2021-11-02,C01_compact_gru,42117,ca8badea415f8a84ff63f398a683bd5583be43526ddb0a174409c4b86bb1432d,P-H06-W004::C012::C014,4.263114739016704,3.579567626516722,,,0.6835471124999815,inner_validation_within_outer_train
rolling_origin_2022-07-19,rolling_origin_2022-07-19__inner_1_2021-11-02,C01_compact_gru,42117,ca8badea415f8a84ff63f398a683bd5583be43526ddb0a174409c4b86bb1432d,P-H06-W005::C012::C014,4.33788492858934,2.982878304482204,,,1.355006624107136,inner_validation_within_outer_train
rolling_origin_2022-07-19,rolling_origin_2022-07-19__inner_1_2021-11-02,C01_compact_gru,42117,ca8badea415f8a84ff63f398a683bd5583be43526ddb0a174409c4b86bb1432d,P-H06-W006::C012::C014,5.045171912274832,4.467983643078414,,,0.5771882691964176,inner_validation_within_outer_train
rolling_origin_2022-07-19,rolling_origin_2022-07-19__inner_1_2021-11-02,C01_compact_gru,42117,ca8badea415f8a84ff63f398a683bd5583be43526ddb0a174409c4b86bb1432d,P-H06-W007::C012::C014,4.295529446478685,5.183458479648326,,,-0.8879290331696407,inner_validation_within_outer_train
rolling_origin_2022-07-19,rolling_origin_2022-07-19__inner_1_2021-11-02,C01_compact_gru,42117,ca8badea415f8a84ff63f398a683bd5583be43526ddb0a174409c4b86bb1432d,P-H07-W001::C012::C014,29.220187258623437,0.9706365068377067,,,28.249550751785726,inner_validation_within_outer_train
rolling_origin_2022-07-19,rolling_origin_2022-07-19__inner_1_2021-11-02,C01_compact_gru,42117,ca8badea415f8a84ff63f398a683bd5583be43526ddb0a174409c4b86bb1432d,P-H07-W002::C012::C014,38.34035789950805,3.9938767405794096,,,34.34648115892864,inner_validation_within_outer_train
rolling_origin_2022-07-19,rolling_origin_2022-07-19__inner_1_2021-11-02,C01_compact_gru,42117,ca8badea415f8a84ff63f398a683bd5583be43526ddb0a174409c4b86bb1432d,P-H07-W003::C012::C014,3.2852235616662675,5.08264403130924,,,-1.7974204696429723,inner_validation_within_outer_train
rolling_origin_2022-07-19,rolling_origin_2022-07-19__inner_1_2021-11-02,C01_compact_gru,42117,ca8badea415f8a84ff63f398a683bd5583be43526ddb0a174409c4b86bb1432d,P-H07-W004::C012::C014,27.70273519579992,0.2743429725856678,,,27.42839222321425,inner_validation_within_outer_train
rolling_origin_2022-07-19,rolling_origin_2022-07-19__inner_1_2021-11-02,C01_compact_gru,42117,ca8badea415f8a84ff63f398a683bd5583be43526ddb0a174409c4b86bb1432d,P-H07-W005::C012::C014,3.600455910180049,8.887665962099689,,,-5.287210051919641,inner_validation_within_outer_train
rolling_origin_2022-07-19,rolling_origin_2022-07-19__inner_1_2021-11-02,C01_compact_gru,42117,ca8badea415f8a84ff63f398a683bd5583be43526ddb0a174409c4b86bb1432d,P-H07-W006::C012::C014,20.064118549825903,6.019115513218761,,,14.045003036607142,inner_validation_within_outer_train
rolling_origin_2022-07-19,rolling_origin_2022-07-19__inner_1_2021-11-02,C01_compact_gru,42117,ca8badea415f8a84ff63f398a683bd5583be43526ddb0a174409c4b86bb1432d,P-H07-W007::C012::C014,11.829786546477544,4.7552963650043285,,,7.074490181473214,inner_validation_within_outer_train
rolling_origin_2022-07-19,rolling_origin_2022-07-19__inner_1_2021-11-02,C01_compact_gru,42117,ca8badea415f8a84ff63f398a683bd5583be43526ddb0a174409c4b86bb1432d,P-V01-W001::C012::C014,27.29175876325873,2.6218564220090883,,,29.913615185267822,inner_validation_within_outer_train
rolling_origin_2022-07-19,rolling_origin_2022-07-19__inner_1_2021-11-02,C01_compact_gru,42117,ca8badea415f8a84ff63f398a683bd5583be43526ddb0a174409c4b86bb1432d,P-V01-W002::C012::C014,28.265891480186657,8.425268571599101,,,36.69116005178576,inner_validation_within_outer_train
rolling_origin_2022-07-19,rolling_origin_2022-07-19__inner_1_2021-11-02,C01_compact_gru,42117,ca8badea415f8a84ff63f398a683bd5583be43526ddb0a174409c4b86bb1432d,P-V01-W003::C012::C014,23.8066981449291,0.5828830360005242,,,23.223815108928576,inner_validation_within_outer_train
rolling_origin_2022-07-19,rolling_origin_2022-07-19__inner_1_2021-11-02,C01_compact_gru,42117,ca8badea415f8a84ff63f398a683bd5583be43526ddb0a174409c4b86bb1432d,P-V01-W004::C012::C014,27.332482233375835,4.657438508822267,,,22.675043724553568,inner_validation_within_outer_train
rolling_origin_2022-07-19,rolling_origin_2022-07-19__inner_1_2021-11-02,C01_compact_gru,42117,ca8badea415f8a84ff63f398a683bd5583be43526ddb0a174409c4b86bb1432d,P-V01-W005::C012::C014,38.1681335450036,3.974102735628541,,,34.19403080937506,inner_validation_within_outer_train
rolling_origin_2022-07-19,rolling_origin_2022-07-19__inner_1_2021-11-02,C01_compact_gru,42117,ca8badea415f8a84ff63f398a683bd5583be43526ddb0a174409c4b86bb1432d,P-V01-W006::C012::C014,35.15978431154556,3.183035153186488,,,38.342819464732045,inner_validation_within_outer_train
rolling_origin_2022-07-19,rolling_origin_2022-07-19__inner_1_2021-11-02,C01_compact_gru,42117,ca8badea415f8a84ff63f398a683bd5583be43526ddb0a174409c4b86bb1432d,P-V01-W007::C012::C014,37.80321591108236,5.10352122731053,,,42.90673713839289,inner_validation_within_outer_train
rolling_origin_2022-07-19,rolling_origin_2022-07-19__inner_1_2021-11-02,C01_compact_gru,42117,ca8badea415f8a84ff63f398a683bd5583be43526ddb0a174409c4b86bb1432d,P-V02-W001::C012::C014,36.17385826049572,3.1428085819148848,,,39.316666842410605,inner_validation_within_outer_train
rolling_origin_2022-07-19,rolling_origin_2022-07-19__inner_1_2021-11-02,C01_compact_gru,42117,ca8badea415f8a84ff63f398a683bd5583be43526ddb0a174409c4b86bb1432d,P-V02-W003::C012::C014,9.191575340658163,1.937784608158173,,,7.253790732499992,inner_validation_within_outer_train
