path,bytes,sha256
artifacts/governance/final_candidate_suite_v4.json,26012,b975dfb3dbd377fc640c6c7f2fa53b1518978a0bbe444a91e1c2ab7ab1635601
artifacts/model_selection/t1_b6_expanded_v1/analytics_summary.json,16487,561918dca53b68cf242f347bba7d480eb1e034f862ec7b37a76fd89d90df0525
artifacts/model_selection/t1_b6_expanded_v1/b5_two_run_determinism_report.json,2145,4c31f7cf6c96086ac9405d0a2c490bcc278ccac490aee95ac5de9a0f69cba683
artifacts/model_selection/t1_b6_expanded_v1/calibration_parameters.json,505471,a65e5357a9a6e12c95908db3fd70fb1644d147598fb7039df658f69f9f01e632
artifacts/model_selection/t1_b6_expanded_v1/calibration_predictions.csv,20599405,a24b0b8f62c034e7841f6ee6a2e34c6ace15085cc1217f432894dadc62473e34
artifacts/model_selection/t1_b6_expanded_v1/chart_map.json,5743,f90ba8b48cffeb881c44601c258424518f89d4caad0d91d08b2b5e90f7a7ebca
artifacts/model_selection/t1_b6_expanded_v1/determinism_report.json,4548,76c7fd1e83cbdcc35d36d9cc946d2b0289904db2618ca970452cf95f8318fa14
artifacts/model_selection/t1_b6_expanded_v1/environment_manifest.json,34119,32bd90f43bd7b7b1773e9760a2bd8d0e3386f2b8483915c8d737660b5f2fb0a6
artifacts/model_selection/t1_b6_expanded_v1/environment_smoke_report.json,14320,3541ac12a6c930afc5ef606f1c08224c2293edee6e2c4abf3b15d30bb2a198c8
artifacts/model_selection/t1_b6_expanded_v1/environments/b6_cpu/determinism_report.json,3032,3982f6e0142fc57294db8923d84728f00f6dafc6ace452b91560083721507ecd
artifacts/model_selection/t1_b6_expanded_v1/environments/b6_cpu/pip_freeze.txt,559,d9a8718578ead547ab6838e6516e39c478ee36081a8b2b6bc0fe472fe43d2b45
artifacts/model_selection/t1_b6_expanded_v1/environments/b6_cpu/pip_install_report.json,781,40d93ab5eaaea429439e9c0e03f017a48d4ef487e8f73362c8887819baacb566
artifacts/model_selection/t1_b6_expanded_v1/environments/b6_cpu/pip_wheel_report.json,18956,78d69f6dbd07794a29406d63a1768e7d0cf85af5a7daf0e8df23f5c8c43b34bb
artifacts/model_selection/t1_b6_expanded_v1/environments/b6_cpu/smoke_report.json,10520,24e5349178d4c5ad96cabb4cab8d9b4e2629e6c400c218c1f0d38558a269b014
artifacts/model_selection/t1_b6_expanded_v1/environments/b6_ngboost/determinism_report.json,247,b960df001561617025ad9e889bc49c095f6a062298d5526b34c4b11d222498d5
artifacts/model_selection/t1_b6_expanded_v1/environments/b6_ngboost/pip_freeze.txt,556,af252bd0103de3d79daca019b09e660b8f4cdadddd45f0b748f947bc08eb9f22
artifacts/model_selection/t1_b6_expanded_v1/environments/b6_ngboost/pip_install_report.json,18974,bcf08c642b4c11ffc0fda37cc7a7b0a21e070c933b1cb347c734909c41af18bd
artifacts/model_selection/t1_b6_expanded_v1/environments/b6_ngboost/pip_wheel_report.json,18974,bcf08c642b4c11ffc0fda37cc7a7b0a21e070c933b1cb347c734909c41af18bd
artifacts/model_selection/t1_b6_expanded_v1/environments/b6_ngboost/smoke_report.json,488,17553e7dca8e933edf49bc74d64890df2c0f387905b2149ca0eaea185ca1fb95
artifacts/model_selection/t1_b6_expanded_v1/environments/b6_torch/determinism_report.json,468,540607300225ed10a4a5b3480d280f13e2f6a0c5c8b07d4db5e7cad5988d92de
artifacts/model_selection/t1_b6_expanded_v1/environments/b6_torch/pip_freeze.txt,389,5e33ccb2757ab7f0214a7b69947d79f148e466dbc0674306a4ec2e8717055989
artifacts/model_selection/t1_b6_expanded_v1/environments/b6_torch/pip_install_report.json,13239,cca88ca9dc04df96eaac5da7ed5b7188868c35833c28f76c227e40b93d3c2fb4
artifacts/model_selection/t1_b6_expanded_v1/environments/b6_torch/pip_wheel_report.json,13239,cca88ca9dc04df96eaac5da7ed5b7188868c35833c28f76c227e40b93d3c2fb4
artifacts/model_selection/t1_b6_expanded_v1/environments/b6_torch/smoke_report.json,1431,046cb0eb3b3bde9fc05ade78b8a2cdcd75a96fbfb323ea65f32daf30b930d86f
artifacts/model_selection/t1_b6_expanded_v1/external_model_manifest.json,613,0709dd73871f83752032dbc5b296f08fbc6dd68ef4d82244da1b4ccb0d57c4f3
artifacts/model_selection/t1_b6_expanded_v1/figure_manifest.json,1960,9ba6506503fe06d1025679b65d91cb20be782e770abcbedd22e80dc58f3040f8
artifacts/model_selection/t1_b6_expanded_v1/figures/01_temporal_screen_mae.png,178376,da73ab5ec3a51076fa9705ee420a1ca4ec14778fdd12968da941980263f31e9f
artifacts/model_selection/t1_b6_expanded_v1/figures/02_rolling_mae_by_date.png,314740,5a2418b4a54163dfb9eb34ae31b47d54b0f053f93e020fe19d47829ff9772a00
artifacts/model_selection/t1_b6_expanded_v1/figures/03_spatial_stability.png,105445,f19a2c3beef304f2d84f7f2c26f8af2cdab8d7198dd84fcc7e6ee900b2e715a4
artifacts/model_selection/t1_b6_expanded_v1/figures/04_transition_error_heatmap.png,160213,5f3d3637636357edd7cd1b9be1ccaeb9b46b2f9cd6a7568f7ceff65e7ff2b6cc
artifacts/model_selection/t1_b6_expanded_v1/figures/05_conformal_calibration.png,177797,9459b92f863427b3879f791886e96cdac9d262835e16799b9b5a8ae7b83cf347
artifacts/model_selection/t1_b6_expanded_v1/figures/06_learning_curves.png,113138,a118dcac1260f4d4f6322fc4839c60f8e05bbaa42b5032ef346afb769e6d852f
artifacts/model_selection/t1_b6_expanded_v1/figures/07_profile_cluster_sensitivity.png,92934,482ef2b76e8e72f9f660d573bbf9bfe5b75dce53f6ea50371f667ca876cb5e02
artifacts/model_selection/t1_b6_expanded_v1/frozen_job_manifest.json,1531798,c3bcbb5e5229ae6677f03bf13bccc77de78a18f62e0c68a48854667c71b228f0
artifacts/model_selection/t1_b6_expanded_v1/full_train_primary.joblib,457262,df1ef40667562ae41ba8ab1dfc36354844d7e4d33a93caa862746beb4acaf206
artifacts/model_selection/t1_b6_expanded_v1/full_train_primary.joblib.manifest.json,737,21bcc11a2560e8f3da704ec8be3b991309e1df9ce937c21a2e37beacdf761ac3
artifacts/model_selection/t1_b6_expanded_v1/gate_b6_report.json,1408,0c182e9eee184ff590b1b2a8ada5098bd780e0090d43b51f4daecff69f603292
artifacts/model_selection/t1_b6_expanded_v1/group_metrics.csv,24207,02b464322b490cbc09c33aa86795fd25b4ce81c6f99e3ddfcc844bff132066df
artifacts/model_selection/t1_b6_expanded_v1/internal_shortlist.json,14261,414934d092261b4640a198d1c1eb57f0ad6769214e6748152d8b40bf257270ca
artifacts/model_selection/t1_b6_expanded_v1/learning_curve_shards/b6_cpu/B1_persistence_last_rate.csv,244401,94fb52a7975175d907452dfa5b5509bd9f30aa3db7ee7e0330bffabaab460dee
artifacts/model_selection/t1_b6_expanded_v1/learning_curve_shards/b6_cpu/B3_profile_robust_trend.csv,294419,c1e00b211560c543d4f48db1c09cca6668d23c8463cc8b08a244df59ef198066
artifacts/model_selection/t1_b6_expanded_v1/learning_curve_shards/b6_cpu/B5_fixed_kalman.csv,264813,f7d7ddd18101a24244c5f043997bf9002a19889af4979af12c355035c94f7566
artifacts/model_selection/t1_b6_expanded_v1/learning_curve_shards/b6_cpu/B6_adaptive_kalman.csv,405680,ee029ecf7339e35d6d8a0de9a83709ff186b5511a1dd8aae4882ad6a8de5f3c1
artifacts/model_selection/t1_b6_expanded_v1/learning_curve_shards/b6_cpu/B7_two_regime_imm.csv,505335,f5b6d66f4dad7b11d305141bcdbc35e78351e5ca24e6d173b0ec4b5b9a7d80fd
artifacts/model_selection/t1_b6_expanded_v1/learning_curve_shards/b6_cpu/B8_student_t_robust_imm.csv,529254,d868be81e281bbb5546ae9c49d223e92ea6fae9111f8ba69e0441f3e4366d18b
artifacts/model_selection/t1_b6_expanded_v1/learning_curve_shards/b6_cpu/M1_ridge.csv,244684,13f0ebacfec6ec901ba80e3f1df522f220b29d33b609202a98dd8400f9f20b89
artifacts/model_selection/t1_b6_expanded_v1/learning_curve_shards/b6_cpu/M2_extra_trees.csv,270644,42afffef435ae1cfb5e1699eb27842fa0196212fed246c57a0d4c9ac5d311e31
artifacts/model_selection/t1_b6_expanded_v1/learning_curve_shards/b6_cpu/Z01_elastic_net.csv,240569,74bc70886dee174f5acde3fc8d2bf00ead56c4cdd19455ca8a601dc4bc358dd8
artifacts/model_selection/t1_b6_expanded_v1/learning_curve_shards/b6_cpu/Z08_xgboost.csv,331238,07f5a3d538b8fb039d62dd06715bd28b34c94cef328d98e7ce62520c4873cd3c
artifacts/model_selection/t1_b6_expanded_v1/learning_curve_shards/b6_cpu/Z09_lightgbm.csv,322710,a40e26d9f9e7ebfbea8503ddab0006f47901be559ee9933371767b9354a6c299
artifacts/model_selection/t1_b6_expanded_v1/learning_curves.csv,11241,661b9a0e55c4e3731df131a54e2603f1b78ec84b286dd7311acae782305dbd2c
